Title,Date,URL,Article
Chinese supercomputer aids in the discovery of a new MSP by FAST,2024-02-22,http://en.people.cn/n3/2024/0222/c90000-20135774.html,"Home>>
		
Chinese supercomputer aids in the discovery of a new MSP by FAST
By Shan Jie (Global Times) 08:37, February 22, 2024

This aerial photo taken on June 22, 2023 shows China's Five-hundred-meter Aperture Spherical Radio Telescope (FAST) under maintenance in southwest China's Guizhou Province. China's FAST telescope identified a binary pulsar with an orbital period of 53.3 minutes, the shortest known period for a pulsar binary system.The research, mainly conducted by a team led by scientists from the National Astronomical Observatories of the Chinese Academy of Sciences (NAOC), was published in the journal Nature Wednesday. (Xinhua/Ou Dongqu)
A new millisecond pulsar has been found through the collaboration of the National Supercomputing Center in Jinan, and the ""Chinese sky-eye,"" the 500-meter Aperture Spherical radio Telescope (FAST), which marks a new trial success for Chinese supercomputing in this field and will help expand research in modern physics theory.
The National Supercomputing Center in Jinan (known as ""Jinan Supercomputing"") in East China's Shandong Province and the joint research team from the local Qilu Normal University, utilizing the FAST, discovered a new millisecond pulsar named PSR J1810-0622, the Global Times learned from Jinan Supercomputing on Wednesday.
This millisecond pulsar has a rotation period of 4.55ms, and based on the Galactic electron density model (YMW16), it is estimated to be about 208 parsec from Earth. The research was conducted by the Jinan Supercomputing-FAST joint research team on the Shanhe Supercomputing platform.
It is the first major achievement of the joint research team from the National Astronomical Observatories, Qilu Normal University, and Jinan Supercomputing, and it is also the first millisecond pulsar discovered by FAST using entirely local research resources in the province of Shandong.
Pulsars are the remnants of massive stars that have died. Due to their rapid rotation, their electromagnetic signals fluctuate periodically, like a pulse.
The newly discovered pulsar, named J1810-0622, has a rotation period of 4.55 milliseconds and is about 678 light-years from Earth. The study of pulsars can aid in expanding research in modern physics theories, representing a competitive high ground in natural science for global technological powerhouses, the Global Times learned from Jinan Supercomputing.
To sift through such vast amounts of data to find traces of pulsars relies on high-speed computing systems. The National Supercomputing Center in Jinan is known as the ""strongest brain"" in the Yellow River basin, boasting large data storage capacity and high computational power.
Researchers from the National Astronomical Observatories and Jinan Supercomputing formed an interdisciplinary research and development team, using artificial intelligence and big data systems to develop signal filtering algorithms that optimize the extraction of data characteristic of pulsars.
The new algorithm shortens the time required 20-fold compared to traditional methods.
Guo Meng, a researcher at the National Supercomputing Center in Jinan, stated that the coding workload might be five to 10 times more than that of the original programs. ""Only after proving its accuracy and efficiency would they employ it in the actual search process for pulsar satellites,"" he said.
In the future, Jinan Supercomputing will continue to deepen exchanges and cooperation with the National Astronomical Observatories, Qilu Normal University, and other parties. Focusing on scientific research, technological development, talent cultivation, public science outreach, and academic exchanges in the intersection of computing and astronomy, it will continuously support the innovative development of China's astronomy, according to Jinan Supercomputing.
Shen Chang and Wang Yuyan contributed to the story
(Web editor: Tian Yi, Liang Jun)"
"China’s homegrown AG600M amphibious aircraft passes test in extreme coldness, proving reliability in harsh conditions",2024-02-21,http://en.people.cn/n3/2024/0221/c90000-20135526.html,"Home>>
		
China’s homegrown AG600M amphibious aircraft passes test in extreme coldness, proving reliability in harsh conditions
 (Global Times) 11:10, February 21, 2024

Kunlong AG600M large amphibious aircraft Photo: AVIC
China's domestically developed AG600M aircraft, a firefighting variant of the AG600 large amphibious aircraft family, has reportedly passed test under extreme cold weather, according to the aircraft developer Aviation Industry Corporation of China (AVIC). Chinese experts hailed the milestone verified the model's high reliability in harsh weather conditions, affirming its potential for a wide range of applications in the future.
On Tuesday, two AG600M large amphibious airplanes completed the cold-weather flight test at an airport in Hailar of Hulunbuir in North China's Inner Mongolia Autonomous Region, said AVIC, the country's leading aircraft manufacturer.
The flight test lasted around two weeks in a cold environment with temperature ranging from -20 C to - 40 C, which was a challenging setting to assess the aircraft's performance under low temperatures, frost and freezing conditions.
Wei Dongxu, a military expert and TV commentator, told the Global Times on Tuesday that the flight test marks a significant milestone in China's aerospace technology.
These tests aimed to assess the aircraft's adaptability to complex environments, particularly in regions prone to icing conditions, Wei noted.
The successful deployment of the AG600M in such harsh conditions underscores its robustness and reliability, affirming its potential for a wide range of applications in the future, he said.
The expert also said that, with the successful test, the AVIC continues to demonstrate its prowess in manufacturing specialized aircraft, with the AG600M serving as a testament to the quality and resilience of Chinese engineering.
According to the AVIC, the recent flight tests were conducted to verify the functions and performance of the AG600M aircraft's major systems, including power, fuel, flight control and avionics, in cold environments.
Additionally, the tests have evaluated the aircraft's maintainability in low temperatures. The two AG600M airplanes undertook ferry flights, traveling approximately 2,000 kilometers in six hours from Northwest China's Shaanxi Province to Hailar Airport in late January.
This test marked the longest ferry flight mission completed by the aircraft and presented them with the most challenging route environment to date. AVIC said that cold-weather flight tests are crucial for obtaining airworthiness certification and gaining insights into the future operation and maintenance of the AG600M aircraft.
As the aircraft proves its mettle even in the most challenging environment, it opens up new avenues for China's aerospace sector, promising broader market opportunities on both domestic and international fronts, Chinese observers said.
The AG600M firefighting aircraft has entered the key phase of airworthiness compliance verification, and it is set to obtain the type certificate before the end of 2024, the developer added.
China's independently developed AG600 aircraft family is being developed as vital advanced aeronautical equipment to strengthen the country's emergency-rescue capabilities.
Codenamed Kunlong, or ""water dragon"" in Chinese, the AG600 aircraft family is being developed to serve various emergency rescue missions. It can be used in forest firefighting, maritime search and rescue, and other critical emergency rescue missions.
The AG600 series amphibious aircraft features a unique configuration consisting of an integrated aircraft-shaped upper body and ship-bottom-shaped lower body.
As a member of the AG600 family, the AG600M is specifically designed to combat forest fires. Its maximum take-off weight is 60 tons, with a water-carrying capacity of up to 12 tons and flight range of up to 4,500 kilometers. It can conduct low-altitude flying at low speed, enabling it to drop water accurately on fire sites, Global Times learned from the AVIC previously.
(Web editor: Tian Yi, Zhong Wenxing)"
Some workers turning AI challenge into advantage,2024-02-21,http://en.people.cn/n3/2024/0221/c90000-20135498.html,"Home>>
		
Some workers turning AI challenge into advantage
By Cheng Si (Chinadaily.com.cn) 10:18, February 21, 2024
The recently released artificial intelligence model Sora, created by research organization OpenAI, has caused a sensation in the tech sector with its ability to generate videos of up to a minute in length based on brief text instructions.Some industry insiders said that Sora will bring revolutionary changes to content creation as well as the entertainment and education industries, while causing concern among regular workers about their future amid constantly improving AI technologies.The quickly changing situation has prompted some employees to adapt through proactive steps to use AI in their work.Generative AI, which allows enterprises to create new products more quickly, may become a major, uncontrollable factor in the job market, and experts and industry insiders are advising the average worker to gain more digital working skills.The online career networking platform LinkedIn said in a recent report that last year, generative AI affected more than 500 working skills worldwide, such as data analysis and visual content creation. The application of generative AI is projected to affect 65 percent of people's working skills by 2030, the report said.Yang Jing, 32, an illustrator in Beijing, said that she and her colleagues are worried about their future. ""We have been jittery since we watched online videos that showed AI tools being used to make superfast illustrations. News reports about AI replacing average workers in the near future are making us anxious.""She recalled that one of her friends who is an animator for a gaming company in Beijing almost lost her job last year. ""I can't say that AI has fundamentally changed our lives yet, but it is very likely to affect our careers in the future,"" she said.Yang's fears are not unfounded. Many employers are showing a growing interest in AI, and job seekers with AI working skills are likely to gain more interview invitations.According to recruitment portal Liepin, the number of job openings requiring AI-related skills rose by nearly 180 percent on the platform between January and October last year.Li Qiang, vice-president of Zhaopin, another recruitment portal, said the employment market is currently dynamic, with new professions emerging and old ones being replaced because of technological advancements.""Just like previous digital technology innovations replaced lower-level, low-wage workers, the advent of large language model AI tools has a substitution effect on white-collar jobs, or relatively high-paying, knowledge-based, high-income jobs,"" Li said.In July, Zhaopin and the National School of Development of Peking University jointly released a report that listed several professions expected to bear the brunt of AI, including financial auditing, interpretation and banking. On the other hand, workers involved in domestic services, catering and nursing face the lowest possibility of replacement.For the first time, the development of AI tools is threatening to replace high-paying, white-collar jobs, instead of the labor-intensive jobs that were affected during previous technological revolutions, according to the Zhaopin report.The report further indicated that China is not fully ready to adjust its job market or labor supply resources with the development of AI, and some skills or knowledge-based jobs have started to take a hit.To actively adapt to the changing job market, some employees — especially those born after 1995 — are making efforts to use AI in their daily work and turn the technological challenge into an advantage.According to a recent survey by Zhaopin, 69 percent of employees have tried to use AI tools such as ChatGPT in their daily work, while only 7.7 percent have never heard about such tools.""We need to see AI technology in a more objective and reasonable way, instead of panicking or worrying. What we average people need to do is embrace it with a positive attitude, and keep learning to strengthen our personal working abilities,"" said Li, the Zhaopin vice-president.""Digital technology may grow to become an essential working skill, like using office software, so we encourage job seekers to put in extra efforts to acquire more knowledge of digital and AI technologies,"" he said.""However, AI is not omnipotent, so job seekers and employees can enhance their 'soft skills', such as emotional competence, to make themselves more competitive in the market,"" he added.Yang, the illustrator, said that although AI has changed and will keep changing the industry, it cannot replace the human touch and personal improvisations in artwork.""We can neither overlook nor overestimate AI,"" she said. ""As humans, we have to be more diversified. Maybe AI will have emotions in the future, but as of now, it is just a tool serving people's needs. It is never wrong to keep learning.""
(Web editor: Tian Yi, Zhong Wenxing)"
Brain-computer interface tech set to surge in China,2024-02-21,http://en.people.cn/n3/2024/0221/c90000-20135484.html,"Home>>
		
Brain-computer interface tech set to surge in China
By Zheng Yiran (China Daily) 09:59, February 21, 2024
The brain-computer interface in China is expected to develop rapidly, thanks to policy support, technological advancement and surging demand.With the ability to regulate brain functioning through stimulation, the interface is a frontier technology that could assist in rehabilitation of patients with brain diseases and injuries, and even expand the human brain's processing capability in the future.At Ruijin Hospital affiliated with the Shanghai Jiao Tong University School of Medicine, surgery using a brain pacemaker with brain-computer interface function and multi-target combined stimulation to treat depression was successfully completed in 2020, the first of its kind in the world. The hospital recently spoke about the patient's successful recovery.The patient was 31-year-old Wu Xiaotian, who had been suffering from depression for 16 years. Depression often left his brain blank, and he was unable to express even simple greetings such as a ""hello"". At its worst, it left him lying motionless in bed all day.The external world seemed like a vacuum to him. ""It had nothing to do with me,"" he recalled.Today, Wu is a happy man. Now there is a neural regulatory device, known as a brain pacemaker, buried in his right chest cavity. It is connected to two electrodes, extending from the device in front of the chest to behind the ear, and then from the posterior brain to the anterior side of the brain, passing through the nerve nuclei at the front end of the brain. Electric stimulation of these nerves makes depressive symptoms disappear.He can crack jokes and talk to strangers without any hesitation. Fond of music, he starts humming when he is at a place that makes him happy.On Jan 28, the Elon Musk-backed neurotechnology company Neuralink announced that it had carried out its first brain chip implant.Other companies are developing similar interfaces to improve the lives of individuals with disabilities by enabling them to control prosthetic limbs, wheelchairs or other assistive devices directly with their thoughts. Some companies are working to use the technology to restore lost sensory or motor functions in individuals who have experienced paralysis, limb loss or the treatment of neurological conditions; and as a means of communication for individuals with conditions that limit their ability to speak or write.In fact, China has been exploring the technology for many years. Not only has it made breakthroughs in basic research, but it also has implemented practical applications in fields such as healthcare, education and entertainment.The country's emphasis on brain-computer interface technology is evident. As early as 2016, it announced the launch of the China Brain Project, or Brain Science and Brain-Like Intelligence Technology, where the interface played a key role, displaying enormous growth potential.""Currently, China's brain-computer interface industrial chain is not perfect, with some key features such as chips being the weak links. With policy support and technology advancement, the market scale of China's brain-computer interface segment is estimated to grow rapidly, and form a market worth 100 billion yuan ($13.9 billion),"" said Zhang Yue, chairman of AoYo International Media Beijing Co Ltd.Hong Yong, an associate research fellow at the Chinese Academy of International Trade and Economic Cooperation's e-commerce research institute, said: ""China's brain-computer interface development is a positive trend and has great growth potential. Although we are currently dependent on core technologies from overseas, the situation encourages domestic companies to enhance R&D capabilities, to explore core technologies on our own.""In the future, propelled by policy, capital and market demand, the brain-computer interface industry is expected to achieve the autonomy of key technologies and make commercial progress in multiple application scenarios such as healthcare, rehabilitation training, education and entertainment, and intelligent control.""To boost the development of the sector, Wang Peng, an associate research fellow at the Beijing Academy of Social Sciences, suggested that China should enhance independent R&D and innovation, improve relevant laws and regulations, promote the coordinated development of the industry, and increase market acceptance.
(Web editor: Tian Yi, Zhong Wenxing)"
"China contributes to Antarctic studies, protection over past 40 years",2024-02-20,http://en.people.cn/n3/2024/0220/c98649-20135133.html,"Home>>People's Daily Online Exclusives

China contributes to Antarctic studies, protection over past 40 years
By Liu Shiyao, Hu Runxin (People's Daily) 14:36, February 20, 2024
China's Qinling Station started operation on Inexpressible Island in the Terra Nova Bay of Antarctica on Feb. 7.
Chinese President Xi Jinping sent a congratulatory letter on the completion of the building of the Qinling Station and its operation in Antarctica. He said the completion of the building of the Qinling Station will provide a strong guarantee for scientists in China and around the world to continue to explore the mysteries of nature and bravely ascend the peak of science.

Photo shows China's Qinling Station in Antarctica. (Photo/Zhu He)
Antarctica has immense value for scientific research. It is hailed as the golden key to unlock the Earth's mysteries and a natural science laboratory.
Because of its distinctive geographical conditions and natural environment, changes in Antarctica will have incalculable impacts on the global climate and environment.
The Qinling Station is China's fifth research station in Antarctica, after the Great Wall, Zhongshan, Kunlun, and Taishan Stations. It is also China's third Antarctic research base to be operational throughout the year.
This year marks the 40th anniversary of China's polar expedition. Over the past 40 years, China has launched five stations and two research vessels for Antarctic research, entering an era of three-dimensional development across sea, land and air.
The Great Wall Station is located on King George Island, the Zhongshan Station in the Larsemann Hills, the Kunlun Station and Taishan Station in Antarctica's inland region, and the Qinling Station in the Ross Sea area. Their geographic differences exactly bring greater value to scientific research.
The region where the Great Wall Station is located is suitable for subantarctic ecological monitoring and research. The Zhongshan Station is an ideal place to observe and study the evolution of the Antarctic ice sheet and the interactions between the ice shelf and the ocean. It is also an excellent location for research in aerophysics, geology, geophysics and other disciplines.
The Kunlun and Taishan stations in Antarctica's inland enable frontier research in ice core science, atmospheric science and astronomical science.
The Ross Sea region features interactions between the lithosphere, cryosphere, biosphere and atmosphere - different layers of the Earth system. This helps researchers investigate important scientific questions like how changes in Antarctica affect the whole world.
Over the past 40 years, China has become a driving force in Antarctic scientific exploration, achieving many breakthroughs in fields like glaciology, space science, bio-ecology, and climate change.
Countless ""firsts"" have marked the fruitful achievements of China's Antarctic expeditions.
The first Chinese Antarctic expedition team conducted the first multidisciplinary field scientific survey near the Great Wall Station.

China's 40th Antarctic scientific expedition team sets sail from Shanghai, Nov. 1, 2023. (People's Daily Online/Shen Chunchen)
During the 19th Chinese Antarctic expedition, China tracked and monitored changes in the thickness of Antarctic sea ice for the first time in the world.
The 21st expedition team entered the area of the Dome Argus (Dome A), the peak of Antarctica's inland icecap, and carried out substantive scientific investigations, for the first time in the history of Antarctic research.
In recent years, China has conducted continuous observations of the atmosphere, ocean, sea ice, glaciers, soil, bio-ecology and other elements of Antarctica. This has made important contributions to the international community's understanding of the polar regions, especially the interaction between global climate change and Antarctica.
Over the past 40 years, China has always been an active contributor to environmental protection in Antarctica.
In early September 1990, the Great Wall Station temporarily halted the use of all vehicles and required staff to walk on foot, in order to ensure a good environment for seals around the station during their pregnancy and following childbirth.
At the 31st Antarctic Treaty Consultative Meeting in 2008, the Antarctic Specially Protected Area around Mount Harding in the middle of the Grove Mountains proposed by China was approved. As the first Antarctic Specially Protected Area independently proposed by China, it has made positive contributions to environmental protection in the region.
China's first independently built polar icebreaker, the Xuelong 2, is a well-deserved ""green"" vessel. From the control of exhaust emissions, sewage and waste discharge, to real-time regulation of air conditioning and heating, and even the use of paints, all are in strict compliance with environmental requirements.
Environmental protection was also integrated throughout the construction process of the Qinling Station. Through integrated design, domestic modular customization and pre-assembly were implemented to save energy, water and materials.
In addition, the station reduced the number of temporary facilities and construction personnel on site to minimize the scope of construction activities, aligning with the goal of building an environmentally sustainable research station.
Over the past 40 years, China has become an important participant in the international governance of Antarctica.
In 1983, China acceded to the Antarctic Treaty. In October 1985, China became a consultative party to the Antarctic Treaty, obtaining decision-making status in international polar affairs.
In 2017, China successfully hosted the 40th Antarctic Treaty Consultative Meeting and the 20th Meeting of the Committee for Environmental Protection, where it led the proposal of an international initiative on green expeditions, which was widely recognized by the international community.
In 2023, China and several other countries jointly submitted a proposal to promote international cooperation on aerial surveys of the Antarctic ice cap and improve the accuracy of global sea level rise projections.
Since 2012, China has submitted over 80 proposals individually or jointly to relevant polar international organizations, comprehensively participating in the formulation of rules and regulations related to polar environmental protection and resource conservation.
(Web editor: Hongyu, Du Mingming)"
New study suggests birds began their evolution long before demise of dinosaurs,2024-02-20,http://en.people.cn/n3/2024/0220/c90000-20134994.html,"Home>>
		
New study suggests birds began their evolution long before demise of dinosaurs
 (Xinhua) 10:04, February 20, 2024
BEIJING, Feb. 19 (Xinhua) -- A new study provides evidence suggesting that the evolution of modern birds commenced much earlier than previously believed, predating the extinction of dinosaurs.
Published earlier this month in the journal Proceedings of the National Academy of Sciences, the study was led by scientists from China and the United States who analyzed the genomes of 124 living bird species and created an evolutionary tree for Neoaves, which include 95 percent of all modern birds.
Combining fossil records, they found that the main lineages of birds can be divided into two groups, with one group representing land-based species and the other group representing waterbirds. They estimated that this split took place during the Late Cretaceous period (roughly 87 million years ago), long before the end-Cretaceous extinction event that wiped out dinosaurs approximately 66 million years ago.
The findings challenge the widely-held belief that the dinosaurian extinction was followed by a rapid evolution of bird species. Previous studies indicated that the catastrophe resulted in the elimination of birds' competition for resources, thereby facilitating their fast diversification into the 11,000 species we see today.
The extinction event ""seems to have had a limited impact on birds' evolution,"" said first author Wu Shaoyuan, a professor from the Jiangsu Normal University in east China.
Researchers who worked on the study also found that a global warming event occurring 55 million years ago was responsible for the evolution of modern seabird species, such as penguins and seagulls.
The new findings provide a more comprehensive and refined perspective on the evolution of birds, said co-author Zhou Zhonghe, from the Institute of Vertebrate Paleontology and Paleoanthropology, the Chinese Academy of Sciences.
""The development of modern birds, unlike the previously acknowledged pattern of rapid evolutionary changes, is a gradual and continuous process driven by natural selection. They tend to align with the diversification of plants, mammals, fish and insects,"" Zhou noted.
(Web editor: Zhang Kaiwei, Zhong Wenxing)"
Shenzhou-17 crew celebrates Year of Dragon in warm festive vibe,2024-02-20,http://en.people.cn/n3/2024/0220/c90000-20134993.html,"Home>>
		
Shenzhou-17 crew celebrates Year of Dragon in warm festive vibe
By Deng Xiaoci (Global Times) 10:03, February 20, 2024

The taikonauts aboard the Tiangong space station celebrate the Spring Festival in space during the Shenzhou-17 mission. Despite being far away from home, they manage to have a fulfilling and rich festive life. Photo: Screenshot from episode of the Tiangong Television series released by the China Manned Space Agency
Despite being in the distant reaches of space, three taikonauts of the Shenzhou-17 manned spaceflight crew aboard the China Space Station celebrated a colorful and busy Spring Festival marking the Year of the Dragon, with deep feeling of warmth of home and the joy of the festival in China's heavenly space home, latest episode of space vlog series Tiangong Television showed.
During the first three days of the Spring Festival holidays, the three taikonauts arranged their own activities, including video calls with family and colleagues, and engaged in recreational activities freely. Subsequently, the training and work of the three taikonauts proceeded in an orderly manner, Global Times learned from mission insiders.
According to the latest episode of the Tiangong Television series released by the China Manned Space Agency on Sunday, on the New Year's Eve, Shenzhou-17 mission commander Tang Hongbo, and his fellow crewmembers Tang Shengjie, and Jiang Xinlin put on the festive ""auspicious cloud attire,"" hung up lucky couplets, and pasted New Year paintings.
They adorned the China Space Station's Tianhe core module, Wentian and Mengtian experimental modules with Spring Festival couplets, fully embracing the New Year atmosphere while also sending Lunar New Year blessings to the ground support team.
Even in space, the crew didn't miss out on the New Year's Eve dinner. Besides traditional festive food such as dumplings and Eight Treasures Rice, the crew had also enjoyed a total of 10 dishes of unique Chinese cuisine, representing the blessing message of perfect 10. These were all carefully prepared by ground researchers as a special Chinese New Year gift for the three taikonauts.
The crew also watched and even performed singing at the Spring Festival Gala live in orbit, according to the Tiangong Television episode and the vlog highlighted a remarkable moment where the crew members interacted with the giant panda via the screen.
China's Shenzhou-17 crew members also extended their Spring Festival greetings via video from space on February 9, Chinese New Year's Eve. Onboard the country's space station, the three taikonauts expressed their wishes for the prosperity of the motherland and all Chinese people.
""We have a full and happy Chinese Lunar New Year in space,"" said Tang Hongbo.
Tang Shengjie, a first timer to space, said he missed the motherland and the family. ""It is a precious life experience for me to spend the Lunar New Year in space for the first time.""
Jiang wished the country ""vigorous and prosperous,"" and the Chinese people of all ethnic groups ""good luck and good health.""
Except for the Chinese New Year celebration, the new episode also revealed that the crew underwent a routine body check-up and carried out physical exercises in space.
The crew is the third batch of taikonauts that have celebrated the Chinese New Year in orbit, following the Shenzhou-13 and -15 crews.
Chinese netizens have left proud messages online, lauding the record that us Chinese people have celebrated the Chinese New Year for three consecutive years in space. Some noted that ""it is surely a display of Chinese strength.""
Chinese space watchers applauded the feat, saying that it was a confidence show of China's manned space capabilities such as the space-ground communication technology and the space cargo transport technology, which sustained the life quality of the taikonauts to be as comfortable as us on Earth.
The Shenzhou-17 spacecraft celebrates the Spring Festival in orbit, creating a festive atmosphere. This marks the third consecutive year that our Shenzhou taikonauts have celebrated the Lunar New Year in space, showcasing the confidence of China's aerospace capabilities. For every Chinese person on Earth, this serves as both encouragement and inspiration, observers noted.
On October 26, 2023, the Shenzhou-17 manned mission sent the three taikonauts to the country's space station. The crew is the youngest in orbit since the space station first began construction.
(Web editor: Tian Yi, Zhong Wenxing)"
New plant species discovered in SW China,2024-02-20,http://en.people.cn/n3/2024/0220/c90000-20134899.html,"Home>>
		
New plant species discovered in SW China
 (Xinhua) 09:03, February 20, 2024
KUNMING, Feb. 19 (Xinhua) -- Chinese researchers have found a new plant species of the Rubiaceae family in southwest China's Yunnan Province, according to the Chinese Academy of Sciences (CAS).
The findings, made by researchers from the Xishuangbanna Tropical Botanical Garden (XTBG) of the CAS, were recently published in the journal Phytotaxa.
During a botanical expedition to a local nature reserve in Yunnan Province, the researchers collected a previously unknown Rubiaceae species. After extensive examination and comparison with other known species, the researchers confirmed that it was a new species.
The new species has been named Leptomischus bracteosus due to its distinct bracts.
""As only two populations have been found, and the population is declining due to forest fragmentation and habitat degradation, we consider the conservation status of the new species to be 'vulnerable' according to the International Union for Conservation of Nature standard,"" said Tan Yunhong, a researcher of the XTBG.
Leptomischus is a genus of plants in the family Rubiaceae, which is abundant in the tropics and includes many economically important members used for purposes such as medicine, horticulture, and food production.
(Web editor: Zhang Kaiwei, Zhong Wenxing)"
Unmanned submersible helps with operation of railway lines during Spring Festival travel rush,2024-02-20,http://en.people.cn/n3/2024/0220/c90000-20134855.html,"Home>>
		
Unmanned submersible helps with operation of railway lines during Spring Festival travel rush
 (Xinhua) 08:31, February 20, 2024

Technicians operate an unmanned submersible for checking piers of a bridge of Chengdu-Guiyang High-Speed Railway in Guiyang, southwest China's Guizhou Province, Feb. 19, 2024. (Xinhua/Liu Xu)
GUIYANG, Feb. 19, 2024 (Xinhua) -- Many high-tech products including unmanned submersibles have been applied to ensure smooth operation of railway lines during this year's Spring Festival travel rush which started on Jan. 26.

Technicians prepare unmanned submersibles for checking piers of a bridge of Chengdu-Guiyang High-Speed Railway in Guiyang, southwest China's Guizhou Province, Feb. 19, 2024. (Xinhua/Liu Xu)

Technicians operate an unmanned submersible for checking piers of a bridge of Chengdu-Guiyang High-Speed Railway in Guiyang, southwest China's Guizhou Province, Feb. 19, 2024. (Xinhua/Liu Xu)

A technician operates an unmanned submersible for checking piers of a bridge of Chengdu-Guiyang High-Speed Railway in Guiyang, southwest China's Guizhou Province, Feb. 19, 2024. (Xinhua/Liu Xu)

Technicians operate an unmanned submersible for checking piers of a bridge of Chengdu-Guiyang High-Speed Railway in Guiyang, southwest China's Guizhou Province, Feb. 19, 2024. (Xinhua/Liu Xu)

Technicians operate an unmanned submersible for checking piers of a bridge of Chengdu-Guiyang High-Speed Railway in Guiyang, southwest China's Guizhou Province, Feb. 19, 2024. (Xinhua/Liu Xu)
(Web editor: Zhang Kaiwei, Zhong Wenxing)"
China starts census of data resources,2024-02-20,http://en.people.cn/n3/2024/0220/c90000-20134828.html,"Home>>
		
China starts census of data resources
 (Xinhua) 08:10, February 20, 2024

A staff member walks past a screen at the State Key Laboratory of Public Big Data at Guizhou University in Guiyang, southwest China's Guizhou Province, May 23, 2023. (Xinhua/Liu Xu)
BEIJING, Feb. 19 (Xinhua) -- China has launched a census to take stock of the production, storage, circulation, trade, utilization and security of data resources across the country, the National Data Administration said on Monday.
The census, from Feb. 18 to March 5, aims to provide statistical support for policy-making as well as the launch of pilot demonstration programs, said the administration.
The participants of the census include relevant provincial-level government departments, manufacturers of data collection and storage equipment, enterprises in sectors of consumer and industrial internet platforms, big data and artificial intelligence, bourses of data resources, national laboratories, it said.
The census also covers centrally-administered state-owned enterprises, industry associations and chambers, as well as the State Information Center.
China has launched a three-year campaign in December last year to promote the use of data as a factor of production in major scenarios, promising to increase efforts to promote the high-level application of data, ensure the quality of data supply, improve the environment of data circulation and strengthen data security.
(Web editor: Zhang Kaiwei, Zhong Wenxing)"
