Title,Date,URL,Article
Lawmakers and political advisors brainstorm to seize opportunity for AI growth,2024-01-29,http://en.people.cn/n3/2024/0129/c90000-20127844.html,"Home>>
		
Lawmakers and political advisors brainstorm to seize opportunity for AI growth
By Liu Caiyu (Global Times) 09:27, January 29, 2024
Recognizing the immense potential of artificial intelligence (AI), Chinese provincial lawmakers and political advisors are actively brainstorming innovative ideas to seize the opportunity for growth in the AI sector in their respective provinces.
As an important driving engine for the development of the digital economy, the role of AI in empowering ""thousands of industries"" is also becoming more prominent. Chinese security company 360 Security Technology's founder and chairman Zhou Hongyi had predicted that in 2024, the open-source large model will undergo a transformative shift, becoming more accessible and affordable for everyone.
In Beijing, Wu Wenyan, a member from the Beijing Committee of the Chinese People's Political Consultative Conference (CPPCC) submitted a proposal on the application of AI robots in the field of elderly care as China has entered into the aging society. She said the AI robots can follow instructions and provide services such as food assistance, medical assistance and mobility assistance 24 hours a day to improve the quality of life of the elderly.
In Shenzhen, Xia Jun, a CPPCC member believes that traditional Chinese medicine has the characteristics of high quality and high price, and if it is combined with AI, it is expected to better reach the balance of cost and utility. ""The final output of Chinese medicine is not standardized enough due to factors such as planting environment and policies. The use of modern technology would put the whole process of Chinese herbal medicine cultivation into supervision, to ensure the quality of drugs.""
In Shanghai, Jiang Biyan, a CPPCC member, emphasized the need for Shanghai to spearhead educational reform in the era of AI. Jiang suggests shifting the focus from imparting knowledge to fostering students' abilities, and from prioritizing teacher-led instruction to prioritizing student-centered learning. Additionally, she proposes moving away from evaluating students based solely on their knowledge mastery level, and instead, evaluating them based on their core qualities.
Zhou told the Global Times that China possesses the most extensive range of industries globally, encompassing a complete supply chain and industrial network. The most promising prospects can be found in the industrialization, specialization and vertical integration of technology.
To seize the opportunity to excel in the AI development, lawmakers and political advisors also provided suggestions on how their respective provinces can achieve their goal.
Xu Li, a member of the Shanghai Committee of the Chinese People's Political Consultative Conference (CPPCC), also the CEO of SenseTime, said Shanghai has many first-mover advantages, including various scenarios and vertical fields, as well as relatively good progress in basic and engineering sciences. Therefore, when making innovative breakthroughs, Shanghai can deviate from the Western path and instead focus on combining highly specific scenarios and data to refine end-to-end breakthroughs in large-scale models.
Guo Zhendong, a CPPCC member from East China's Shandong Province, admitted that compared to domestic pioneers like Shenzhen and Shanghai in terms of empowering the private sectors with AI, Shandong still has certain gaps though the province is a strong manufacturing base. He suggested local departments jointly research and formulate relevant documents for AI development, establish a good working mechanism and coordinate the development of the AI industry.
Shen Teng, a CPPCC member from Beijing, focused his attention on legal issues relating to AI. He suggested Beijing formulating a regulation on the promotion of the development of AI industry as soon as possible so as to establish a sound legal protection system, which he believed would provide clear legal guidance for the application of AI technology and industrial development.
On how to help Shenzhen narrow the gap in the AI sector with the Yangtze River Delta and the Beijing-Tianjin-Hebei region, Tian Jiajun, a CPPCC member, said that collaborative development between Shenzhen and Hong Kong is expected to accelerate the establishment of the regional AI ecosystem.
Tian said that Shenzhen's role in leading the AI industry is relatively weak in terms of basic research areas. Hong Kong adjacent to Shenzhen has significant advantages in cutting-edge research and high-end talent cultivation in the field of artificial intelligence, which can complement Shenzhen.
Liu Gang, director of Economic Research Institute of Nankai University, believes that accelerating the implementation of application scenarios of AI, gathering innovative resources, receiving support from local government policies are crucial factors that influence and determine the development and enhancement of competitiveness in the regional AI industry. Cultivating a highly open industrial innovation ecosystem also plays a significant role in this regard.
According to a report on the Regional Competitiveness Evaluation Index of China's New Generation Artificial Intelligence Technology Industry in 2023 released in May 2023, in terms of the overall evaluation index of regional competitiveness in the country's AI technology industry in 2023, the top 10 provincial-level regions are Beijing, Guangdong, Shanghai, Zhejiang, Jiangsu, Shandong, Sichuan, Liaoning, Anhui, and Hunan.
(Web editor: Tian Yi, Liang Jun)"
Technology empowers marine ecosystem protection in China,2024-01-27,http://en.people.cn/n3/2024/0127/c90000-20127633.html,"Home>>
		
Technology empowers marine ecosystem protection in China
 (Xinhua) 15:57, January 27, 2024
XIAMEN, Jan. 27 (Xinhua) -- In recent years, the coastal city of Xiamen in east China's Fujian Province has drawn on technological innovation to enhance the protection of its nearby sea areas.
At a marine environment management station of Xiamen's environmental hygiene center, the main screen displayed a comprehensive digital map of the city and its nearby sea areas. The map depicted many red and green arrows constantly shifting and creating trails minute by minute.
""These arrows indicate the possible routes of ocean trash,"" said Zhang Lianghua, director of the station. He explained that the detection and collection of ocean trash became more efficient thanks to the newly developed intelligent marine hygiene platform.
The platform, developed by Xiamen University for the station, was put to use in 2022. Liang noted that the platform features an algorithm for ocean garbage forecasts, which takes multiple factors into consideration, such as weather conditions and water dynamics.
""In accordance with the estimated route of the trash, we can dispatch our cleaning teams to intercept it in time,"" said Liang, adding that after the job is done, field data will be compared with the statistics provided by the platform, the results of which will be used to improve the algorithm's accuracy.
The station is now working closely with Xiamen University to develop a function for identifying different types of ocean trash for the platform, which is expected to be completed by the end of 2024, Liang said.
Apart from improving the environment of sea areas, technological advancement has also improved the city's capability of marine life preservation, especially some endangered species.
At a national-level nature reserve for rare marine species in Xiamen, an extensive system has been set up to monitor the activities of Chinese white dolphins, a species under first-class protection in China. According to Cai Libo, an official with the reserve, the system is equipped with cameras, hydrophones and drones, and patrol teams are routinely deployed for effective monitoring and management.
""Through this system, we can easily pinpoint the whereabouts of Chinese white dolphins,"" said Cai. ""For instance, during important periods, such as their breeding period, we can quickly locate their area of activities, and notify vessels to avoid these areas.""
With the help of the system, the reserve can more efficiently track the dolphins and respond to emergencies. Over the years, it has seen steady growth in its white dolphin population.
(Web editor: Zhang Wenjie, Wu Chaolan)"
"China conducts vertical takeoff, landing test for reusable Kuaizhou rocket",2024-01-27,http://en.people.cn/n3/2024/0127/c90000-20127632.html,"Home>>
		
China conducts vertical takeoff, landing test for reusable Kuaizhou rocket
 (Xinhua) 15:53, January 27, 2024
BEIJING, Jan. 27 (Xinhua) -- A test version of the reusable Kuaizhou rocket completed a vertical takeoff and landing experiment on Friday afternoon.
The test rocket, developed by the Expace Technology Co., Ltd., a company affiliated with the China Aerospace Science and Industry Corporation Limited, used a liquid oxygen methane engine. The flight time lasted 22 seconds, and the rocket hovered in the air for nine seconds, with a height accuracy of 0.15 meter.
The landing posture of the test rocket was stable, the landing position accurate and the rocket body in good condition, signifying the success of the experiment, according to the company.
This has laid a foundation for the development of the reusable Kuaizhou rocket series, the company said.
(Web editor: Zhang Wenjie, Wu Chaolan)"
China Environment Valley boosts environmental businesses,2024-01-27,http://en.people.cn/n3/2024/0127/c90000-20127612.html,"Home>>
		
China Environment Valley boosts environmental businesses
 (Xinhua) 11:10, January 27, 2024
HEFEI, Jan. 26 (Xinhua) -- Dubbed an ""ecological environment hospital,"" China Environment Valley in Hefei has become a thriving hub for environmental businesses. By the end of 2023, it housed over 400 enterprises dealing with fields related to water, atmosphere, solid waste, environmental modification and monitoring.
Beyond just providing a physical space, the Valley fosters a collaborative ecosystem where companies dive deeper than mere participation. They actively explore innovative management strategies, leading to a double win: enhanced environmental quality and increased efficiency.
The Valley's success hinges on a well-oiled machinery. The local government acts as a magnet for environmental protection enterprises, while a dedicated research institute fuels the ecosystem with cutting-edge technology and skilled talent. This robust support fosters a complete industrial chain, seamlessly connecting research and development with real-world applications.

This photo taken on Jan. 17, 2024 shows quick testing devices for leaking gas at Hefei CAS InfraRed Precise Instrument Co., Ltd. in the China Environment Valley in Hefei, east China's Anhui Province. (Xinhua/Zhang Duan)

This photo taken on Jan. 17, 2024 shows an automatic water testing system at Anhui CAS Intelligent Environmental Testing Technology Service Co., Ltd. in the China Environment Valley in Hefei, east China's Anhui Province. (Xinhua/Zhang Duan)

A staff member operates an automatic water testing system at Anhui CAS Intelligent Environmental Testing Technology Service Co., Ltd. in the China Environment Valley in Hefei, east China's Anhui Province, Jan. 17, 2024. (Xinhua/Zhang Duan)

An automatic water testing system operates at Anhui CAS Intelligent Environmental Testing Technology Service Co., Ltd. in the China Environment Valley in Hefei, east China's Anhui Province, Jan. 17, 2024. (Xinhua/Zhang Duan)
(Web editor: Zhang Wenjie, Wu Chaolan)"
Chinese scientists develop probe for brain oxygen monitoring,2024-01-26,http://en.people.cn/n3/2024/0126/c90000-20127440.html,"Home>>
		
Chinese scientists develop probe for brain oxygen monitoring
 (Xinhua) 16:10, January 26, 2024
BEIJING, Jan. 26 (Xinhua) -- Chinese scientists have developed a miniature probe that is wireless and dynamically tracks oxygen levels in the deep brain, providing a promising tool for brain disease monitoring.
The implantable probe, about 300 microns in diameter, comprises a light-emitting diode and a photodetector, and is coated with a phosphorescent film highly sensitive to oxygen, according to the findings published in the journal Nature Photonics this week.
The probe works by emitting phosphorescence and measuring the oxygen levels according to the light brightness, which would decrease with the rise of the oxygen partial pressure, a key indicator reflecting brain oxygen levels, said Sheng Xing, one of the paper's corresponding authors and an associate professor at Tsinghua University.
""When a hypoxia in brain tissue happens, the probe would emit a strong light,"" he added, noting that its response time is only less than one second.
The wireless probe has been confirmed efficient after continuously monitoring the oxygen partial pressure in the deep brain of freely moving rodents, like mice. It could capture their cerebral hypoxia state in various scenarios, including an acute ischaemia.
The findings are expected to serve as a promising health care tool for patients with epilepsy, brain tumors, stroke, and intracranial trauma in the future, Sheng said.
The study was conducted by researchers from Tsinghua University in collaboration with other Chinese research institutions, including the Xuanwu Hospital affiliated to Capital Medical University and the Beijing Institute of Technology.
(Web editor: Zhang Kaiwei, Liang Jun)"
Chinese scientists achieve breakthrough in biosynthesis of anticancer drug paclitaxel,2024-01-26,http://en.people.cn/n3/2024/0126/c90000-20127375.html,"Home>>
		
Chinese scientists achieve breakthrough in biosynthesis of anticancer drug paclitaxel
 (Xinhua) 15:02, January 26, 2024
BEIJING, Jan. 26 (Xinhua) -- Chinese scientists have broken through the critical technological bottleneck in the biosynthesis of the anticancer drug paclitaxel, paving the way for sustainable biomanufacturing of this medicine.
The study, led by Yan Jianbin, a researcher at the Agricultural Genomics Institute at Shenzhen (AGIS) under the Chinese Academy of Agricultural Sciences (CAAS), was published in the latest issue of the academic journal Science.
Paclitaxel, a natural anti-tumor product with an exceptionally complex and unique molecular structure, is widely used in the clinical treatment of breast cancer, ovarian cancer, lung cancer, and other cancers. It is the world's best-selling plant-based anticancer drug and one of the few plant-based drugs capable of controlling the growth of cancer cells, said Yan.
In nature, paclitaxel can only be extracted from the rare and endangered gymnosperm of the Taxus genus of plants. A Taxus plant grows very slowly, usually taking decades or even hundreds of years to become a big tree. In addition, the content levels of paclitaxel-like substances in Taxus plants are extremely low. All these factors posed great difficulties for the further utilization of paclitaxel, Yan said.
The research team aimed to tackle the challenge of paclitaxel biosynthesis. In 2021, Yan's group mapped out the first high-quality reference genome of Taxus mairei in the world, which provided a genomic blueprint and key candidate genes for decoding the paclitaxel biosynthesis pathway. The relevant research results were published in the journal Nature Plants.
On this basis, the research team further screened and identified the essential candidate genes and successfully discovered the most critical and previously unknown enzyme in the paclitaxel biosynthesis pathway, elucidating the mechanism of paclitaxel pharmacological structure formation and establishing a paclitaxel biosynthesis pathway.
Additionally, the key enzymes of paclitaxel biosynthesis and the reconstruction method of the synthetic route involved in the research, are of great significance in guiding the genetic breeding of Taxus and the efficient use of germplasm resources, experts said.
The elucidation of the metabolic pathway responsible for the synthesis of paclitaxel had been an unsolved problem for many years. The Chinese research group managed to fill the gaps in the paclitaxel synthesis pathway. Besides constituting a very important contribution to basic science, this development is also significant for opening the way for the more effective and cheaper synthesis of the taxol drug, as well as for the new ability to synthesize many derivatives in search of more potent anticancer drugs, said Gregory Stephanopoulos, a professor at the Massachusetts Institute of Technology in the United States.
""This finding is a major breakthrough in our understanding of the biosynthesis of complex natural products, and it will enable our abilities to produce other valuable natural products at scale and thereby develop new and valuable medicines,"" said Jens Nielsen, a professor at the Chalmers University of Technology in Sweden.
The research team found a green and sustainable paclitaxel production method that does not require the consumption of natural Taxus resources. Developing a green and environmentally friendly strategy for the biosynthesis of paclitaxel is of great significance for treating cancers in China, said Deng Zixin, an academician of the Chinese Academy of Sciences (CAS).
""Chinese scientists have reached a new milestone in the field of synthetic biology after two decades of exploration. I believe that as long as we continue to focus on relevant research, we will gain a new understanding of the essence of life and new prospects for synthetic biomanufacturing,"" said Zhao Guoping, a CAS academician.
(Web editor: Zhang Kaiwei, Liang Jun)"
"New finds in China's Guizhou indicate prehistoric human activity over 55,000 years ago",2024-01-26,http://en.people.cn/n3/2024/0126/c90000-20127255.html,"Home>>
		
New finds in China's Guizhou indicate prehistoric human activity over 55,000 years ago
 (Xinhua) 13:16, January 26, 2024

An aerial drone photo taken on Jan. 24, 2024 shows a view of Chuandong Site in Puding County, southwest China's Guizhou Province. (Xinhua/Yang Wenbin) 
Large quantities of artifacts made of stone, bone and horn have been unearthed at Chuandong Site in Puding County, southwest China's Guizhou Province, indicating prehistoric human activity dating back more than 55,000 years.
Chuandong Site, first discovered in 1978, is believed to have existed across the end of the middle Paleolithic Period, the late Paleolithic Period and the Neolithic Age.
Over two years of excavation work, the third one since 1978, researchers discovered a new soil layer at the site, where they found more than 100,000 animal bones, over 10,000 pieces of earthenware and stoneware, and more than 2,500 items made of bone or horn.

Archaeological expert and students discuss at Chuandong Site in Puding County, southwest China's Guizhou Province, Jan. 24, 2024. (Xinhua/Yang Wenbin)

Zhang Xinglong, an expert with the Guizhou provincial cultural relics and archaeology institute, examines archaeological samples unearthed from Chuandong Site under a microscope in Puding County, southwest China's Guizhou Province, Jan. 24, 2024. (Xinhua/Yang Wenbin)

This undated file combo photo shows archaeological samples unearthed from Chuandong Site in Puding County, southwest China's Guizhou Province. (Guizhou provincial cultural relics and archaeology institute/Handout via Xinhua)

This combo photo taken on Jan. 24, 2024 shows archaeological samples unearthed from Chuandong Site in Puding County, southwest China's Guizhou Province. (Xinhua/Yang Wenbin)

An aerial drone photo taken on Jan. 24, 2024 shows a view of Chuandong Site in Puding County, southwest China's Guizhou Province. (Xinhua/Yang Wenbin)

Staff members conduct work at Chuandong Site in Puding County, southwest China's Guizhou Province, Jan. 24, 2024. (Xinhua/Yang Wenbin)

Staff members conduct work at Chuandong Site in Puding County, southwest China's Guizhou Province, Jan. 24, 2024. (Xinhua/Yang Wenbin)

This photo taken on Jan. 24, 2024 shows archaeological samples unearthed from Chuandong Site in Puding County, southwest China's Guizhou Province. (Xinhua/Yang Wenbin)

Archaeological expert and students discuss at Chuandong Site in Puding County, southwest China's Guizhou Province, Jan. 24, 2024. (Xinhua/Yang Wenbin)

A worker arranges findings unearthed from Chuandong Site in Puding County, southwest China's Guizhou Province, Jan. 24, 2024. (Xinhua/Yang Wenbin)

Workers sort findings unearthed from Chuandong Site in Puding County, southwest China's Guizhou Province, Jan. 24, 2024. (Xinhua/Yang Wenbin)

A staff member sorts findings unearthed from Chuandong Site at a work site of the Guizhou provincial cultural relics and archaeology institute in Puding County, southwest China's Guizhou Province, Jan. 24, 2024. (Xinhua/Yang Wenbin)
(Web editor: Zhang Kaiwei, Liang Jun)"
China to build big data center for new materials,2024-01-26,http://en.people.cn/n3/2024/0126/c90000-20127196.html,"Home>>
		
China to build big data center for new materials
 (Xinhua) 11:01, January 26, 2024
BEIJING, Jan. 25 (Xinhua) -- China will build a big data center for new materials as the country moves to digitalize its raw materials industry, according to a three-year work plan published on Thursday.
The country will also build four digitalization promotion centers and manufacturing innovation centers for key segments of the raw materials industry, per the plan, which covers 2024 through 2026 and was issued by nine government departments, including the Ministry of Industry and Information Technology.
The raw materials industry plays an important role in the digitalization of manufacturing, and it accounts for about 30 percent of the value-added output of China's large industrial firms, an official with the ministry said.
The plan sets out digitalization targets for the run up to 2026 and specifies 14 tasks, including strengthening basic capabilities and improving supporting services.
The country will also facilitate the development of the raw materials industry alongside artificial intelligence by working to establish a mechanism to align the demands and innovations of raw materials and artificial intelligence companies, according to the plan.
(Web editor: Zhang Kaiwei, Liang Jun)"
Pic story: young entrepreneur contributes to scientific visualization in China's Anhui,2024-01-26,http://en.people.cn/n3/2024/0126/c90000-20127177.html,"Home>>
		
Pic story: young entrepreneur contributes to scientific visualization in China's Anhui
 (Xinhua) 10:34, January 26, 2024

Yang Yuanfan (L) and an international student from Madagascar create a scientific visualization product at University of Science and Technology of China in Hefei, east China's Anhui Province, Dec. 29, 2023. (Photo by Guo Ruqi/Xinhua)
Yang Yuanfan, a 27-year-old Ph.D. student at the University of Science and Technology of China (USTC), is the founder of Anhui Shengke Culture Technology Co., Ltd. Students from the USTC and graduates who studied abroad, sixteen in total, constitute the company.
In 2022, Yang Yuanfan started his own business at the Shushan Area of Grand Union of Innovation, a platform that aims to incubate innovation enterprises and promote the commercialization of innovation achievements. His company mainly focuses on the visualization of scientific results and scientific research equipment, providing services for scientific research institutes and universities. Scientific visualization is to display scientific principles and technologies through pictures, videos, AR, VR, and other visualized methods.
Recently, Grand Union of Innovation signed the second batch of global partners. By 2025, this platform will strive to gather more than 100,000 outstanding talents from various fields.

Yang Yuanfan communicates with a member of his company in Hefei, east China's Anhui Province, Jan. 18, 2024. (Xinhua/Zhang Duan)

Yang Yuanfan shows scientific visualization products created by his company in Hefei, east China's Anhui Province, Jan. 18, 2024. (Xinhua/Zhang Duan)

Yang Yuanfan shows scientific visualization products created by his company in Hefei, east China's Anhui Province, Dec. 1, 2023. (Photo by Guo Ruqi/Xinhua)

This image created by Yang Yuanfan and members of his company is a scientific visualization product. (Xinhua)

This image created by Yang Yuanfan and members of his company is a scientific visualization product. (Xinhua)

This image created by Yang Yuanfan and members of his company is a scientific visualization product. (Xinhua)

Yang Yuanfan (R) communicates with a member of his company in Hefei, east China's Anhui Province, Jan. 18, 2024. (Xinhua/Zhang Duan)

This image created by Yang Yuanfan and members of his company is a scientific visualization product. (Xinhua)
(Web editor: Zhang Kaiwei, Liang Jun)"
High-speed trains under maintenance ahead of Spring Festival travel rush,2024-01-25,http://en.people.cn/n3/2024/0125/c90000-20126813.html,"Home>>
		
High-speed trains under maintenance ahead of Spring Festival travel rush
 (Ecns.cn) 16:07, January 25, 2024

Technicians conduct maintenance for a Fuxing high-speed train at a station of Hangzhou west bullet train section in east China's Zhejiang Province, Jan. 24, 2024. (Photo: China News Service/Qian Chenfei)
Maintenance work are underway ahead of the Spring Festival travel rush to ensure the safety of train operations.

Technicians conduct maintenance for a Fuxing high-speed train at a station of Hangzhou west bullet train section in east China's Zhejiang Province, Jan. 24, 2024. (Photo: China News Service/Qian Chenfei)

Technicians conduct maintenance for a Fuxing high-speed train at a station of Hangzhou west bullet train section in east China's Zhejiang Province, Jan. 24, 2024. (Photo: China News Service/Qian Chenfei)

A technician checks a Fuxing high-speed train at a station of Hangzhou west bullet train section in east China's Zhejiang Province, Jan. 24, 2024. (Photo: China News Service/Qian Chenfei)

A technician checks a Fuxing high-speed train at a station of Hangzhou west bullet train section in east China's Zhejiang Province, Jan. 24, 2024. (Photo: China News Service/Qian Chenfei)

Fuxing high-speed trains park at a station of Hangzhou west bullet train section in east China's Zhejiang Province, Jan. 24, 2024. (Photo: China News Service/Qian Chenfei)
(Web editor: Tian Yi, Liang Jun)"
