Title,Date,URL,Article
China's Einstein Probe astronomical satellite captures its first in-orbit images,2024-04-28,http://en.people.cn/n3/2024/0428/c90000-20162495.html,"Home>>
		
China's Einstein Probe astronomical satellite captures its first in-orbit images
 (Xinhua) 08:31, April 28, 2024

This photo shows a view captured by a Wide-field X-ray Telescope (WXT) directed at the center of the Milky Way for around 40,000 seconds. (The National Space Science Center of the Chinese Academy of Sciences/Handout via Xinhua)
BEIJING, April 27 (Xinhua) --China's Einstein Probe (EP) astronomical satellite, sent into space in January this year, has captured its first in-orbit detection images, which were presented at a parallel forum of the 2024 Zhongguancun Forum in Beijing on Saturday.
Inspired by the functions of lobster eyes, EP uses new X-ray detection technology to observe mysterious transient phenomena in the universe that flicker like fireworks.
Yuan Weimin, principal investigator of the EP mission and a researcher at the National Astronomical Observatories of the Chinese Academy of Sciences (CAS), said that since the probe's launch on Jan. 9 this year, commissioning tests have been conducted, confirming the functionality and performance of the EP satellite and its scientific instruments.
During its commissioning phase, EP has detected 17 X-ray transients and 127 stellar flares. These findings have guided a range of ground-based and space-based telescopes in follow-up observations in multiple wavebands, Yuan said.
Preliminary analysis of the data from EP and other telescopes has confirmed EP's potential to discover diverse X-ray sources and even new types of objects, and its important role in unveiling the evolution of the universe and the structure of spacetime, Yuan added.
""With great efforts, our team made this almost impossible mission possible,"" Yuan said.
Zhang Chen, assistant to EP's principal investigator, said that the probe has captured X-ray images of various celestial bodies during its commissioning phase. These observations have demonstrated the outstanding capabilities of EP's two scientific instruments: a Wide-field X-ray Telescope (WXT) to monitor a panorama of the X-ray sky, and a Follow-up X-ray Telescope (FXT) to provide close-up views and pinpoint transient sources captured by the WXT.
EP will continue its in-orbit calibration activities in the coming months, Zhang added.
The EP mission is one of a series of space science missions led by CAS. It is also an international collaboration mission with contributions from the European Space Agency (ESA), the Max Planck Institute for Extraterrestrial Physics (MPE) in Germany, and the French space agency CNES.
The mission aims to help scientists capture the first light of supernova explosions, search for and pinpoint X-ray signals accompanying gravitational wave events, and discover dormant black holes and other faint transient and variable celestial objects in the far reaches of the universe.
(Web editor: Zhang Kaiwei, Zhong Wenxing)"
Tech forum ignites innovations for China-EU green cooperation,2024-04-28,http://en.people.cn/n3/2024/0428/c90000-20162483.html,"Home>>
		
Tech forum ignites innovations for China-EU green cooperation
 (Xinhua) 08:24, April 28, 2024

This photo shows an intelligent embroidery machine at the Zhongguancun International Innovation Center, new venue for Zhongguancun Forum (ZGC Forum), in Beijing, capital of China, April 24, 2024. (Xinhua/Chen Zhonghao)
A parallel session of the 2024 Zhongguancun (ZGC) Forum in Brussels drew nearly 150 Chinese and European government officials, industry leaders, scholars and entrepreneurs.
BRUSSELS, April 27 (Xinhua) -- Brussels hosted a dynamic Chinese tech forum on Friday, spotlighting vibrant discussions on eco-friendly collaboration between China and the European Union (EU).
A parallel session of the 2024 Zhongguancun (ZGC) Forum in Brussels drew nearly 150 Chinese and European government officials, industry leaders, scholars and entrepreneurs. They held extensive discussions on green economy, innovative technologies and new energy vehicles.
Zhongguancun, a major tech hub in Beijing, is home to more than 17,000 high-tech enterprises.
Beijing Vice Mayor Tan Xuxiang presented the ZGC forum as a high-profile platform for global scientific and technological innovation exchange and cooperation. Delivering a welcome speech via video, Tan stressed the city's dedication to collaborating with European partners to advance research and applications in green technology and energy conservation.
Zhu Jing, charge d'affaires of the Chinese Mission to the EU, highlighted the strong consensus between China and Europe on green and low-carbon development, pointing to substantial opportunities for collaboration in technology research and development, standardization, and industrial development.

A staff member tries an AI project at the Zhongguancun International Innovation Center, new venue for Zhongguancun Forum (ZGC Forum), in Beijing, capital of China, April 24, 2024. (Xinhua/Chen Zhonghao)
Zhu called for efforts from both sides to uphold market principles, oppose decoupling and disruption of supply chains, and enhance the ability to manage risks through cooperation.
Salvatore Majorana, vice president of the International Association of Science Parks and Areas of Innovation, told Xinhua that he was thrilled by China's tremendous move from being a ""quantity player"" to a hub of high-quality manufacturing.
He noted that while China was once an importer of knowledge in the 1980s, it could now bring knowledge back to Europe.
Founded in 2007, the ZGC Forum, with its enduring focus on innovation and development, has evolved into a national-level open innovation platform and an international forum.
(Web editor: Zhang Kaiwei, Zhong Wenxing)"
China Science Fiction Convention 2024 kicks off in Beijing,2024-04-28,http://en.people.cn/n3/2024/0428/c90000-20162480.html,"Home>>
		
China Science Fiction Convention 2024 kicks off in Beijing
 (Xinhua) 08:21, April 28, 2024

A boy plays a VR game at a science fiction carnival alongside the China Science Fiction Convention (CSFC) 2024 in Beijing, capital of China, April 27, 2024. (Xinhua/Zhang Chenlin)
The CSFC 2024 kicked off Saturday at the Shougang Park in Beijing, with opening ceremony, forums, industry promotional events and film screenings scheduled. A science fiction carnival is also held during this year's convention.

A boy plays a VR game at a science fiction carnival alongside the China Science Fiction Convention (CSFC) 2024 in Beijing, capital of China, April 27, 2024. (Xinhua/Zhang Chenlin)

A boy assembles a robot at a science fiction carnival alongside the China Science Fiction Convention (CSFC) 2024 in Beijing, capital of China, April 27, 2024. (Xinhua/Ren Chao)

This photo taken on April 27, 2024 shows the China Science Fiction Convention (CSFC) 2024 in Beijing, capital of China. (Xinhua/Zhang Chenlin)

Children play a VR game at a science fiction carnival alongside the China Science Fiction Convention (CSFC) 2024 in Beijing, capital of China, April 27, 2024. (Xinhua/Zhang Chenlin)

A boy plays a car racing game at a science fiction carnival alongside the China Science Fiction Convention (CSFC) 2024 in Beijing, capital of China, April 27, 2024. (Xinhua/Ren Chao)

Visitors play with VR devices to experience landing on the moon at a science fiction carnival alongside the China Science Fiction Convention (CSFC) 2024 in Beijing, capital of China, April 27, 2024. (Xinhua/Ren Chao)

Visitors take a simulated rover at a science fiction carnival alongside the China Science Fiction Convention (CSFC) 2024 in Beijing, capital of China, April 27, 2024. (Xinhua/Ren Chao)
(Web editor: Zhang Kaiwei, Zhong Wenxing)"
China prepares to launch Chang'e-6 lunar probe,2024-04-28,http://en.people.cn/n3/2024/0428/c90000-20162478.html,"Home>>
		
China prepares to launch Chang'e-6 lunar probe
 (Xinhua) 08:18, April 28, 2024

This photo taken on April 27, 2024 shows the combination of the Chang'e-6 lunar probe and the Long March-5 Y8 carrier rocket having been transferred vertically to the launching area at the Wenchang Space Launch Center in south China's Hainan Province. (Photo by Huang Guochang/Xinhua)
WENCHANG, Hainan, April 27 (Xinhua) -- The Chang'e-6 lunar probe is scheduled for launch at an appropriate time at the beginning of May, according to the China National Space Administration (CNSA).
The combination of the Chang'e-6 lunar probe and the Long March-5 Y8 carrier rocket was transferred vertically on Saturday to the launching area at the Wenchang Space Launch Center in south China's Hainan Province, the CNSA said.
The combination on a removable launch pad was moved out of the vertical test building, and then safely transported to its launching area.
The functional checks, the joint test work and the propellant filling will be carried out before the launch.
After Chang'e 6 lunar probe and the Long March-5 Y8 carrier rocket arrived at the launch site in January and March, respectively, the assembly, testing and other preparations were successively completed.
The probe is set to collect samples from the far side of the moon, marking a mission that will be the first of its kind in human history.

This photo taken on April 27, 2024 shows the combination of the Chang'e-6 lunar probe and the Long March-5 Y8 carrier rocket being transferred vertically to the launching area at the Wenchang Space Launch Center in south China's Hainan Province. (Photo by Huang Guochang/Xinhua)

This photo taken on April 27, 2024 shows the combination of the Chang'e-6 lunar probe and the Long March-5 Y8 carrier rocket being transferred vertically to the launching area at the Wenchang Space Launch Center in south China's Hainan Province. (Photo by Huang Guochang/Xinhua)

This photo taken on April 27, 2024 shows the combination of the Chang'e-6 lunar probe and the Long March-5 Y8 carrier rocket being transferred vertically to the launching area at the Wenchang Space Launch Center in south China's Hainan Province. (Photo by Huang Guochang/Xinhua)

This photo taken on April 27, 2024 shows the combination of the Chang'e-6 lunar probe and the Long March-5 Y8 carrier rocket being transferred vertically to the launching area at the Wenchang Space Launch Center in south China's Hainan Province. (Photo by Huang Guochang/Xinhua)

This photo taken on April 27, 2024 shows the combination of the Chang'e-6 lunar probe and the Long March-5 Y8 carrier rocket being transferred vertically to the launching area at the Wenchang Space Launch Center in south China's Hainan Province. (Photo by Huang Guochang/Xinhua)

This photo taken on April 27, 2024 shows the combination of the Chang'e-6 lunar probe and the Long March-5 Y8 carrier rocket being transferred vertically to the launching area at the Wenchang Space Launch Center in south China's Hainan Province. (Photo by Huang Guochang/Xinhua)

This photo taken on April 27, 2024 shows the combination of the Chang'e-6 lunar probe and the Long March-5 Y8 carrier rocket having been transferred vertically to the launching area at the Wenchang Space Launch Center in south China's Hainan Province. (Photo by Huang Guochang/Xinhua)

This photo taken on April 27, 2024 shows the combination of the Chang'e-6 lunar probe and the Long March-5 Y8 carrier rocket having been transferred vertically to the launching area at the Wenchang Space Launch Center in south China's Hainan Province. (Photo by Huang Guochang/Xinhua)

This photo taken on April 27, 2024 shows the combination of the Chang'e-6 lunar probe and the Long March-5 Y8 carrier rocket being transferred vertically to the launching area at the Wenchang Space Launch Center in south China's Hainan Province. (Photo by Huang Guochang/Xinhua)

This photo taken on April 27, 2024 shows the combination of the Chang'e-6 lunar probe and the Long March-5 Y8 carrier rocket being transferred vertically to the launching area at the Wenchang Space Launch Center in south China's Hainan Province. (Photo by Huang Guochang/Xinhua)
(Web editor: Zhang Kaiwei, Zhong Wenxing)"
"Australian, Chinese researchers make breakthrough in fighting wheat disease",2024-04-26,http://en.people.cn/n3/2024/0426/c90000-20162408.html,"Home>>
		
Australian, Chinese researchers make breakthrough in fighting wheat disease
 (Xinhua) 16:48, April 26, 2024
CANBERRA, April 26 (Xinhua) -- Australian and Chinese researchers have made a breakthrough in the fight against a devastating wheat disease.
In a new research, a team from the University of Adelaide in collaboration with the Nanjing Agriculture University found that the cereal crop gene TaHRC can increase or decrease a plant's susceptibility to the fungal disease Fusarium head blight (FHB).
Yang Xiujuan, a co-author of the research from the University of Adelaide's School of Agriculture, Food and Wine, said she is hopeful that the discovery of TaHRC's function in wheat cells could counteract a rise in the prevalence of FHB.
It was previously unknown why some types of wheat are resistant to FHB.
Yang said the research found there are two variants of TaHRC, one that increases susceptibility to FHB by condensing a specific protein within the nucleus of a wheat cell, and the other one that reduces susceptibility by diffusing the same protein.
""Our findings offer exciting prospects for developing new and enhanced forms of Fusarium head blight resistance,"" Yang said in a media release.
""Our research opens the door to the development of more resilient and sustainable wheat varieties for future agriculture, and might shed light onto other Fusarium-caused diseases, such as crown rot.""
Also known as scab or tombstone, FHB is a serious disease that affects wheat, barley, oats, corn and other cereal grains. An outbreak in eastern Australia in 2022 caused crops to suffer yield losses of up to 100 percent.
According to the study, climate change has driven a rise in the prevalence of FHB globally since the 1970s due to increasingly humid conditions during the wheat growing season.
(Web editor: Zhang Kaiwei, Liang Jun)"
Chinese scientists fabricate wearable batteries that can charge cellphone,2024-04-26,http://en.people.cn/n3/2024/0426/c90000-20162287.html,"Home>>
		
Chinese scientists fabricate wearable batteries that can charge cellphone
 (Xinhua) 14:38, April 26, 2024
SHANGHAI, April 26 (Xinhua) -- A team of Chinese scientists has developed a soft and breathable piece of clothing that can not only store energy but also power personal electronic devices such as smartphones and watches.
Replacing conventional liquid electrolytes with polymer gel electrolytes is a highly effective strategy for enhancing the flexibility of wearable batteries.
However, the inadequate wetting at the interface between the polymer gel electrolyte and the electrode degrades the electrochemical performance, particularly when the battery undergoes deformation.
The researchers from Fudan University have crafted channel structures within electrode designs, an innovative approach that creates intimate and stable interfaces, thereby enhancing the performance and reliability of wearable batteries.
They have drawn inspiration from the natural phenomenon where ivy and plant vines are tightly entwined to form multiple electrode fibers rotated together to form aligned channels. The surface of each electrode fiber was designed with networked channels.
According to the study published this week in the journal Nature, the monomer solution was then infiltrated along the aligned channels and then into the networked channels to form a gel electrolyte.
The team managed to fabricate fiber lithium-ion batteries with lengths of several kilometers and a high energy density that can effectively provide power for electrical devices like drones.
They have established a pilot production line and achieved a production capacity of 300 watt-hours per hour, which is equivalent to the battery produced per hour capable of charging 20 mobile phones simultaneously, said Peng Huisheng, the paper's corresponding author.
This fiber battery shows promise for applications in firefighting, disaster relief, polar expeditions, and aerospace, added Peng.
(Web editor: Zhang Kaiwei, Liang Jun)"
World's first cable-stayed bridge in alpine canyon landscape,2024-04-26,http://en.people.cn/n3/2024/0426/c90000-20162212.html,"Home>>
		
World's first cable-stayed bridge in alpine canyon landscape
 (Ecns.cn) 13:17, April 26, 2024

Aerial view of the Longli River bridge in Longli County of Qiannan Buyi and Miao Autonomous Prefecture, southwest China's Guizhou Province, April 25, 2024. (Photo: China News Service/Qu Honglun)
The 1,260-meter-long bridge is the world's first alpine canyon landscape cable-stayed bridge with a sightseeing glass walkway and panoramic sightseeing elevator.

Aerial view of the Longli River bridge in Longli County of Qiannan Buyi and Miao Autonomous Prefecture, southwest China's Guizhou Province, April 25, 2024. (Photo: China News Service/Qu Honglun)

Aerial view of the Longli River bridge in Longli County of Qiannan Buyi and Miao Autonomous Prefecture, southwest China's Guizhou Province, April 25, 2024. (Photo: China News Service/Qu Honglun)

Aerial view of the Longli River bridge in Longli County of Qiannan Buyi and Miao Autonomous Prefecture, southwest China's Guizhou Province, April 25, 2024. (Photo: China News Service/Qu Honglun)

Aerial view of the Longli River bridge in Longli County of Qiannan Buyi and Miao Autonomous Prefecture, southwest China's Guizhou Province, April 25, 2024. (Photo: China News Service/Qu Honglun)

Aerial view of the Longli River bridge in Longli County of Qiannan Buyi and Miao Autonomous Prefecture, southwest China's Guizhou Province, April 25, 2024. (Photo: China News Service/Qu Honglun)

Aerial view of the Longli River bridge in Longli County of Qiannan Buyi and Miao Autonomous Prefecture, southwest China's Guizhou Province, April 25, 2024. (Photo: China News Service/Qu Honglun)

Aerial view of the Longli River bridge in Longli County of Qiannan Buyi and Miao Autonomous Prefecture, southwest China's Guizhou Province, April 25, 2024. (Photo: China News Service/Qu Honglun)
(Web editor: Tian Yi, Liang Jun)"
Four swivel bridges rotate into place in Sichuan,2024-04-26,http://en.people.cn/n3/2024/0426/c90000-20162208.html,"Home>>
		
Four swivel bridges rotate into place in Sichuan
 (Ecns.cn) 13:12, April 26, 2024

Aerial view of the swivel bridges on the Chengdu to Mianyang section of the G5 Beijing-Kunming Expressway before rotations in Chengdu, southwest China's Sichuan Province, April 24, 2024. (Photo: China News Service/Liu Zhongjun)
The 76,000-metric-ton bridges were successfully rotated to their targeted position after 66 minutes on Thursday.

Aerial view of the swivel bridges on the Chengdu to Mianyang section of the G5 Beijing-Kunming Expressway after their rotations in Chengdu, southwest China's Sichuan Province, April 24, 2024. (Photo: China News Service/Liu Zhongjun)

Aerial view of the swivel bridges on the Chengdu to Mianyang section of the G5 Beijing-Kunming Expressway before rotations in Chengdu, southwest China's Sichuan Province, April 24, 2024. (Photo: China News Service/Liu Zhongjun)

Aerial view of the swivel bridges on the Chengdu to Mianyang section of the G5 Beijing-Kunming Expressway after their rotations in Chengdu, southwest China's Sichuan Province, April 24, 2024. (Photo: China News Service/Liu Zhongjun)

Technicians work at the rotation construction site of a swivel bridge on the Chengdu to Mianyang section of the G5 Beijing-Kunming Expressway after its rotation in Chengdu, southwest China's Sichuan Province, April 24, 2024. (Photo: China News Service/Liu Zhongjun)
(Web editor: Tian Yi, Liang Jun)"
2024 ZGC Forum opens in Beijing,2024-04-26,http://en.people.cn/n3/2024/0426/c90000-20162198.html,"Home>>
		
2024 ZGC Forum opens in Beijing
 (Chinadaily.com.cn) 11:29, April 26, 2024

Guests exchange views before the opening ceremony of the Zhongguancun Forum, in Beijing, on April 25, 2024. [Photo by Wang Zhuangfei/chinadaily.com.cn]
The opening ceremony of the 2024 Zhongguancun Forum Annual Conference was held in Beijing on Thursday.
Under the theme ""Innovation: Building a Better World,"" the forum is attended by more than 150 foreign government departments and international organizations from over 100 countries and regions.
 

Guests take photos at the opening ceremony of the Zhongguancun Forum, in Beijing, on April 25, 2024. [Photo by Wang Zhuangfei/chinadaily.com.cn]
 

Guests walk out of the Zhongguancun International Innovation Center, the new venue for Zhongguancun Forum, in Beijing, on April 25, 2024. [Photo by Zhang Wei/chinadaily.com.cn]
 

A guest experiences the GTVerse Digital Football games at the Zhongguancun International Innovation Center, in Beijing, on April 25, 2024. [Photo by Zhang Wei/chinadaily.com.cn]
 

Guests talk with a bionic humanoid robot at the Zhongguancun International Innovation Center, in Beijing, on April 25, 2024. [Photo by Wang Zhuangfei/chinadaily.com.cn]
 

Guests talk with a bionic humanoid robot at the Zhongguancun International Innovation Center, in Beijing, on April 25, 2024. [Photo by Wang Zhuangfei/chinadaily.com.cn]
 

A reporter experiences the AI digital human multi-scene broadcasting at the Zhongguancun International Innovation Center, in Beijing, on April 25, 2024. [Photo by Wang Zhuangfei/chinadaily.com.cn]
 

The intelligent brain-computer interface system is showcased at the Zhongguancun International Innovation Center, in Beijing, on April 25, 2024. [Photo by Wang Zhuangfei/chinadaily.com.cn]
 

A guest poses for a photo with an emergency rescue humanoid robot at the Zhongguancun International Innovation Center, in Beijing, on April 25, 2024. [Photo by Wang Zhuangfei/chinadaily.com.cn]
 

The media center of the 2024 Zhongguancun Forum Annual Conference at the Zhongguancun International Innovation Center, in Beijing, on April 25, 2024. [Photo by Zhang Wei/chinadaily.com.cn]
 

This photo shows the Zhongguancun International Innovation Center, a new venue for the Zhongguancun Forum, in Beijing, on April 25, 2024. [Photo by Zhang Wei/chinadaily.com.cn]
(Web editor: Tian Yi, Liang Jun)"
Intelligent assembly lines boost mass production of satellites,2024-04-26,http://en.people.cn/n3/2024/0426/c90000-20162138.html,"Home>>
		
Intelligent assembly lines boost mass production of satellites
 (Xinhua) 10:23, April 26, 2024
WUHAN, April 25 (Xinhua) -- Mechanical arms and automated guided vehicles (AGVs) operated by a digital manufacturing control system can be seen throughout a satellite production workshop in Wuhan, capital of central China's Hubei Province.
The facility is home to China's first intelligent production line for small satellites. Located in the Wuhan satellite industrial park, it was built by the China Aerospace Science and Industry Corporation (CASIC).
The production line was put into operation in 2021, producing more than 10 satellites to date.
Based on intelligent manufacturing technology, the production line has high flexibility and efficiency, and is of high quality, capable of meeting the demand for both individually produced and mass-produced small satellites.
It now has an annual output of more than 200 small satellites weighing less than 1 tonne, a storage capacity of 60 satellite parts and 60 whole satellites, and a logistics distribution automation rate of over 95 percent, which greatly improves production efficiency and quality.
The rapid development of commercial satellites and satellite constellation construction has brought high demand for mass-produced satellites.
CASIC provides customized services, including the entire satellite development and production process, mass production and testing, and services for satellite users at home and abroad.
It successfully completed the final-assembly tests of 12 satellites for the Tianmu constellation in approximately four months last year, shortening the production cycle of a single batch of satellites by more than 13.5 percent.
The successful delivery of these satellites tested the production capacity of the assembly line in full, marking its transformation from individual production to mass production, and marking the maturity of commercial space operations.
CASIC's digital assembly production line project passed review in March 2024. The new line integrates assembly, testing, warehousing and logistics, management and control, and information technology, aiming to realize the large-scale production of satellites.
Intelligent satellite production lines have effectively improved aircraft production capacities and quality control capabilities, and promoted the transformation and intelligent upgrading of aircraft.
(Web editor: Zhang Kaiwei, Liang Jun)"
