Title,Date,URL,Article
China develops first 100 kg vehicle-mounted liquid hydrogen system,2024-05-13,http://en.people.cn/n3/2024/0513/c90000-20168846.html,"Home>>
		
China develops first 100 kg vehicle-mounted liquid hydrogen system
 (Xinhua) 09:55, May 13, 2024

This photo taken on March 20, 2024 shows the hydrogen production and distribution station of Sany Group in Changsha, capital of central China's Hunan Province. (Xinhua/Chen Zeguo)
BEIJING, May 11 (Xinhua) -- China has successfully developed its first 100-kilogram class vehicle-mounted liquid hydrogen system, marking a new breakthrough in the country's transportation sector, according to its developer China Aerospace Science and Technology Corporation (CASC).
As one of the core components of liquid hydrogen heavy trucks, the new system is fully domestically produced and will help hydrogen-powered heavy trucks achieve an improved range of over 1,000 kilometers with just one charge.
Compared to its predecessor, the system boasts a 20 percent increase in effective volume within the same overall dimensions while cutting costs by more than 30 percent.
With a capacity to carry up to 100 kilograms of hydrogen, it matches international standards in terms of system quality, hydrogen storage density, and refueling time, according to an expert with the CASC.
(Web editor: Zhang Kaiwei, Liang Jun)"
China completes construction of gigantic space weather monitoring radio telescope,2024-05-13,http://en.people.cn/n3/2024/0513/c90000-20168844.html,"Home>>
		
China completes construction of gigantic space weather monitoring radio telescope
 (Xinhua) 09:50, May 13, 2024
HOHHOT, May 11 (Xinhua) -- China's first gigantic radio telescope dedicated to observing interplanetary scintillation phenomena passed its technical testing process on Friday.
The telescope, located in north China's Inner Mongolia Autonomous Region, will be applied to monitor interplanetary space weather on a daily basis to provide high-quality data for both China's and international space weather forecasting.
Radio waves radiated from compact celestial objects outside the Milky Way can be scattered by the irregular micro-structures of solar wind turbulence as they propagate through interplanetary space, resulting in random fluctuations in the radio flux observed on Earth. Such a phenomenon is called interplanetary scintillation.
Notably, interplanetary scintillation can be used to track interplanetary propagation caused by solar storms.
""Monitoring interplanetary scintillation can be useful for the reconstruction of the three-dimensional structure of a large-scale solar wind, which is helpful in revealing the correlation between solar eruptive activities and geospace environment changes,"" said Yan Yihua, a researcher from the National Space Science Center (NSSC) of the Chinese Academy of Sciences.
The development of the above-mentioned telescope project was led by the NSSC, and this telescope is one of the key facilities within the mega-framework of the Phase-2 Meridian Space Weather Monitoring Project in China.
Interplanetary scintillation observation can help reduce or avoid the harmful impact of disastrous space weather events on aviation, aerospace, communications, navigation and grid operation.
(Web editor: Zhang Kaiwei, Liang Jun)"
Glasses in Moon's soil preserve water from multiple sources: study,2024-05-11,http://en.people.cn/n3/2024/0511/c90000-20168495.html,"Home>>
		
Glasses in Moon's soil preserve water from multiple sources: study
 (Xinhua) 14:17, May 11, 2024
BEIJING, May 11 (Xinhua) -- A team of Chinese scientists has discovered that glassy materials within the lunar soil samples, which were brought back by the country's Chang'e-5 lunar exploration mission, contain hydroxyl and molecular water generated from a variety of sources.
The study published on Saturday in the journal Science Advances revealed that the glass in the lunar soil created by meteorites or micrometeorites impacts is the primary carrier of molecular water in lunar soil.
The researchers from the Institute of Geochemistry under the Chinese Academy of Sciences analyzed nearly 100 samples of impact glass collected during the Chang'e-5 mission and identified 12 grains that were found to contain hydroxyl and molecular water.
The water was found to have originated from multiple potential sources including proton implantation from solar wind, the delivery of water-rich meteorites or micrometeorites, and water native to the Moon, according to the study.
Notably, the primary contributor to this water is solar wind implantation, highlighting its significant role in the formation of lunar water.
The findings could help researchers understand the sources and storage pathways for water during the development of terrestrial planets, said Tang Hong, the paper's corresponding author.
The Chang'e-5 probe, which returned to Earth on Dec. 17, 2020, retrieved 1,731 grams of lunar samples, consisting primarily of rocks and soil from the lunar surface.
This month, China launched the Chang'e-6 spacecraft to collect and return samples from the moon's far side to understand the formation and evolution of the moon.
(Web editor: Zhang Kaiwei, Zhong Wenxing)"
Construction of Changtai Yangtze River Bridge in progress,2024-05-11,http://en.people.cn/n3/2024/0511/c90000-20168458.html,"Home>>
		
Construction of Changtai Yangtze River Bridge in progress
 (Ecns.cn) 12:16, May 11, 2024

The construction site of the Changtai Yangtze River Bridge in Changzhou, east China's Jiangsu Province, May 10, 2024. (Photo: China News Service/Yang Bo)
The Changtai Yangtze River Bridge, which connects Changzhou and Taixing cities, is 10.03 kilometers long in Jiangsu Province. The complex is the world's first cross-river facility combining highway, intercity railway and ordinary roads.

The construction site of the Changtai Yangtze River Bridge in Changzhou, east China's Jiangsu Province, May 10, 2024. (Photo: China News Service/Yang Bo)

The construction site of the Changtai Yangtze River Bridge in Changzhou, east China's Jiangsu Province, May 10, 2024. (Photo: China News Service/Yang Bo)

The construction site of the Changtai Yangtze River Bridge in Changzhou, east China's Jiangsu Province, May 10, 2024. (Photo: China News Service/Yang Bo)

The construction site of the Changtai Yangtze River Bridge in Changzhou, east China's Jiangsu Province, May 10, 2024. (Photo: China News Service/Yang Bo)

The construction site of the Changtai Yangtze River Bridge in Changzhou, east China's Jiangsu Province, May 10, 2024. (Photo: China News Service/Yang Bo)

The construction site of the Changtai Yangtze River Bridge in Changzhou, east China's Jiangsu Province, May 10, 2024. (Photo: China News Service/Yang Bo)

The construction site of the Changtai Yangtze River Bridge in Changzhou, east China's Jiangsu Province, May 10, 2024. (Photo: China News Service/Yang Bo)
(Web editor: Tian Yi, Zhong Wenxing)"
MIIT grants Tsinghua University licenses to conduct technical verification of medium-orbit wideband communication satellite synchronization,2024-05-11,http://en.people.cn/n3/2024/0511/c90000-20168454.html,"Home>>
		
MIIT grants Tsinghua University licenses to conduct technical verification of medium-orbit wideband communication satellite synchronization
 (Global Times) 12:09, May 11, 2024

A Long March-3B carrier rocket carrying the Smart SkyNet-1 01 satellite blasts off from the Xichang Satellite Launch Center in Southwest China's Sichuan Province, May 9, 2024. Photo: Xinhua
China's Ministry of Industry and Information Technology (MIIT) issued a wireless frequency license and a space radio station license to Tsinghua University for the Smart SkyNet-1 01 satellite on Friday, enabling the university to conduct technical verification of medium-orbit wideband communication satellite synchronization.
The Smart SkyNet-1 01 satellite, China's first medium-orbit wideband communication test satellite, uses multiple radio frequency bands. The experimental communication satellite was transported into a medium-Earth orbit about 20,000 kilometers above the ground by a Long March 3B carrier rocket on Thursday morning, according to media reports.
The MIIT has coordinated the relevant frequencies and issued licenses to Tsinghua University, supporting the university in conducting various new technology validations such as direct connection of research data between domestic and Antarctic research stations and data transmission between medium, high, and low orbit satellites.
The satellite is an original solution proposed by Tsinghua University for a medium-orbit geostationary orbit network, consisting of eight medium-orbit wideband communication satellites deployed in a 20,000-kilometer orbit. It forms a global communication constellation and can be expanded to include 16 or 32 satellites for extended coverage.
Moving forward, the MIIT will prioritize the advancement of the satellite industry and technology, directing satellite operating entities to utilize radio frequencies judiciously, facilitate effective frequency coordination, and ensure the fulfillment of frequency utilization requirements for the satellite network, according to media reports.
Amid China's ongoing push for new quality productive forces, the aerospace sector is a beacon of the country's innovative prowess and a catalyst for economic advancement, industrial observers said.
China's aerospace sector has experienced significant growth and remarkable achievements in recent years. On March 3, China launched its Chang'e-6 lunar probe in the world's first-ever attempt to bring back lunar samples from the far side of the Moon, marking another historic stride in its deep space endeavors.
Zhao Zhiguo, chief engineer at the MIIT, said on April 28 that in the future, the ministry would focus on promoting new industrialization, prioritizing the construction of a manufacturing powerhouse to facilitate China's modernization, and actively cultivating new growth points in biomanufacturing, commercial aerospace, and the low-altitude economy.
(Web editor: Tian Yi, Zhong Wenxing)"
Pakistan-China lunar collaboration fuels excitement for future research in Pakistan: official,2024-05-11,http://en.people.cn/n3/2024/0511/c90000-20168280.html,"Home>>
		
Pakistan-China lunar collaboration fuels excitement for future research in Pakistan: official
 (Xinhua) 09:08, May 11, 2024
ISLAMABAD, May 10 (Xinhua) -- Pictures taken by Pakistan's satellite onboard the Chang'e-6 spacecraft of China are very encouraging and enabled Pakistani professors and students to gather information for further research about the moon, a Pakistani official said on Friday.
""It is just the beginning because our satellite ICUBE-Q is still far from our targeted area of the south pole of the moon, and we are anxiously waiting to receive pictures taken from a distance of up to 200 meters from the moon's surface,"" Khurram Khurshid, a professor and the project manager of ICUBE-Q in the country's Institute of Space Technology (IST) told Xinhua.
The cube satellite was jointly developed by Pakistan's IST and China's Shanghai Jiao Tong University. The Chang'e-6 lunar probe, launched on May 3, carried four international payloads, including ICUBE-Q.
ICUBE-Q separated from the Chang'e-6 orbiter on May 8 to carry out exploration activities, such as capturing images of the moon.
""About 65 to 70 students worked on different stages to build the satellite, and it was very exciting for them to receive the pictures, because they worked very hard on the project and were keeping their fingers crossed for the results,"" Khurshid, who is also the core member of the IST's team working on the project, said.
(Web editor: Zhang Kaiwei, Zhong Wenxing)"
Reforms to help build 'Digital China',2024-05-11,http://en.people.cn/n3/2024/0511/c90000-20168234.html,"Home>>
		
Reforms to help build 'Digital China'
By Fan Feifei (China Daily) 08:43, May 11, 2024
China will take solid steps to bolster reforms related to the market-oriented allocation of data elements and speed up the construction of digital infrastructure, including industrial internet and computing power networks, as part of its broader push to advance the building of a ""Digital China"", the country's top data governance regulator said on Friday.
Liu Liehong, head of the National Data Administration, said more efforts should be made to establish and improve a data property rights system, formulate policies to promote the efficient circulation and trading of data in a compliant manner, and establish a revenue distribution system and a security governance system for data.
Liu said China will accelerate the research of data security technologies, bolster the digital, intelligent and green transformation of industries, strengthen international cooperation in the digital economy domain as well as continuously optimize the regulations concerning the cross-border data flow.
Liu made the remarks at a news conference for the seventh Digital China Summit, which is scheduled to be held in Fuzhou, Fujian province, from May 24 to 25.
He said the administration has unveiled a guideline to expand the application scenarios of data elements in more fields, foster new growth drivers and give birth to new industries and new business models, adding efforts will be further stepped up to press ahead with the utilization and development of data elements.
With the theme of unleashing the value of data elements and developing new quality productive forces, the summit will focus on giving full play to the multiplier effect of data, and building digital infrastructure and data resource systems.
China rolled out a plan for the overall layout of the country's digital development last year, vowing to make important progress in the construction of a Digital China by 2025.
The NDA, which was inaugurated in October 2023, is responsible for advancing the development of data-related fundamental institutions, coordinating the integration, sharing, development and application of data resources, and pushing forward the planning and building of a Digital China, which includes a digital economy and society.
Liu also urged efforts to accelerate the establishment of a national computing network and data circulation infrastructure.
Lin Wenbin, vice-governor of Fujian province, said digital technologies are finding a wide range of applications across various industries in the province.
(Web editor: Tian Yi, Zhong Wenxing)"
China Focus: China delivers Chang'e-6 mission cube satellite data to Pakistan,2024-05-10,http://en.people.cn/n3/2024/0510/c90000-20168154.html,"Home>>
		
China Focus: China delivers Chang'e-6 mission cube satellite data to Pakistan
 (Xinhua) 20:22, May 10, 2024
BEIJING, May 10 (Xinhua) -- China on Friday delivered data provided by a cube satellite aboard its Chang'e-6 spacecraft to Pakistan, deepening cooperation on lunar exploration between the two countries.
Zhang Kejian, head of the China National Space Administration (CNSA), handed a data carrier to Pakistani Ambassador to China Khalil-ur-Rahman Hashmi at a ceremony held in Beijing.
The cube satellite, ICUBE-Q, was developed by Pakistan's Institute of Space Technology and China's Shanghai Jiao Tong University. The Chang'e-6 lunar probe was launched on May 3 and carried four international payloads, including ICUBE-Q.
ICUBE-Q separated from the Chang'e-6 orbiter on May 8 to carry out exploration activities such as capturing images of the moon.
The Chang'e-6 spacecraft, which successfully performed a near-moon braking procedure and entered the lunar orbit on May 8, is operating normally, with subsequent flight control work to be carried out as planned, said Ge Ping, deputy director of the CNSA's Lunar Exploration and Space Engineering Center.
Both China and Pakistan attach great importance to this cooperation. During the development of the payload, government organs and scientific institutions in both countries made significant preparations, Ge said.
""I believe that this cooperation is of great significance to promoting friendly relations between the two countries and enriching people's understanding of the moon,"" he added.
The ICUBE-Q satellite is the result of the first lunar exploration cooperation project between China and Pakistan. The project was guided by the principles of equality, mutual benefits, the peaceful utilization of space and inclusive development. It will also enhance the friendship between the two countries and expand diverse cooperation in the field of aerospace, Ge said.
""We will share our scientific achievements to lay the foundation for future lunar exploration activities, which will be of great significance to promoting the construction of a global community with a shared future in outer space,"" he added.
He noted that China and Pakistan have signed a cooperation agreement on the International Lunar Research Station. China has received Pakistan's application for payload cooperation on the Chang'e-8 mission, and its application to borrow lunar samples returned by the Chang'e-5 mission. Relevant work is progressing steadily.
""We welcome Pakistan's participation in China's lunar and deep space exploration missions, and we will conduct extensive exchanges and cooperation related to space technology, space science and space applications to contribute to the peaceful use of outer space and serve civilization and global well-being,"" Ge said.
The launch of the Chang'e-6 mission is a model example of international cooperation in action. It demonstrated that China acts on its word, and that it undertakes meaningful cooperation and extends meaningful assistance to developing countries, Khalil-ur-Rahman Hashmi said.
Pakistan's involvement in ICUBE-Q is a testament to the fact that the country is also making progress in space exploration and technology, he said.
This mission will open up opportunities for Pakistan to explore the deep space environment and study the dynamics and geography of the moon. It will also give impetus to higher education in the space sciences in Pakistan, said Syed Amer Ahsan Gilani, deputy director-general of the Satellite Manufacturing Department of the Pakistan Space and Upper Atmosphere Research Commission.
""Space cooperation between China and Pakistan is a vital aspect of our bilateral relations,"" Khalil-ur-Rahman Hashmi said. The two countries have drawn a concrete roadmap for future collaboration on space exploration, knowledge and research exchange visits, and knowledge transfers and resource-sharing, he added.
(Web editor: Zhao Tong, Zhong Wenxing)"
China Focus: China's FAST telescope discovers distant gas-rich galaxies,2024-05-10,http://en.people.cn/n3/2024/0510/c90000-20168149.html,"Home>>
		
China Focus: China's FAST telescope discovers distant gas-rich galaxies
 (Xinhua) 20:18, May 10, 2024
BEIJING, May 10 (Xinhua) -- Chinese scientists have discovered an abundance of gas-rich galaxies in the distant universe, using the Five-hundred-meter Aperture Spherical radio Telescope (FAST) in southwest China's Guizhou Province.
The research result has been published online in The Astrophysical Journal Letters on Friday.
According to the study, the newly discovered galaxies, whose radio wave emissions have taken almost the age of the solar system to reach the earth, contain similar or more atomic hydrogen gas than the tens of thousands of galaxies previously surveyed with other radio telescopes.
Xi Hongwei from the National Astronomical Observatories under the Chinese Academy of Sciences (NAOC), the lead author, together with his colleagues from Australia, the United States and Russia, revealed the properties of six new high-redshift galaxies in the study.
The new high-redshift galaxy sample provides the opportunity to better investigate the evolution of cool gas in galaxies, said the paper. ""A larger sample size in the future will allow us to refine our knowledge of the formation and evolution of galaxies.""
Hydrogen is the most common element in the universe. In its neutral form, it is abundant in spiral galaxies such as the Milky Way. Neutral hydrogen is the primary component of the cool interstellar medium (ISM) and is the reservoir of fuel for star formation. However, owing to the sensitivity of existing radio telescopes, the understanding of the evolution of the ISM in galaxies remains limited.
""We have carried out a blind neutral hydrogen search, or the FAST Ultra-Deep Survey. These discoveries are part of the ongoing survey, showing the tremendous sensitivity of the world's largest radio telescope,"" said Peng Bo, a scientist at the NAOC.
""The new FAST survey has so far discovered over 100 new galaxies at distances of up to 5 billion light years, with the final number expected to reach over 1,000,"" Peng added.
The researchers concluded that galaxies 4 billion years ago had much more star-forming gas than current-day galaxies, and that distant galaxies have much greater gas reservoirs than previously believed.
Meanwhile, because the newly discovered galaxies are very faint at such large distances and have different wavelengths, FAST was not able to locate the optical counterparts with the same accuracy as optical telescopes. With the help of experts using the largest optical telescopes in the United States and Russia, the counterpart galaxies were eventually identified.
It was found that these counterparts contain 2-3 times as many stars as the Milky Way, but contain 10 times the mass of hydrogen gas, Peng said.
""This successful collaborative program between Chinese and Australian radio astronomers demonstrates the tremendous potential of the new generation of radio telescopes,"" said Lister Staveley-Smith, a professor from the University of Western Australia.
FAST is the world's largest single-dish radio telescope, with a reception area equal to 30 standard football fields. Located in a deep and round karst depression in Guizhou Province, FAST started formal operation in January 2020 and officially opened to the world on March 31, 2021.
(Web editor: Zhao Tong, Zhong Wenxing)"
China's sci-tech innovations to revolutionize Pakistan's agricultural sector -- experts,2024-05-10,http://en.people.cn/n3/2024/0510/c90000-20168145.html,"Home>>
		
China's sci-tech innovations to revolutionize Pakistan's agricultural sector -- experts
 (Xinhua) 20:14, May 10, 2024
ISLAMABAD, May 10 (Xinhua) -- Pakistani experts said on Thursday that the use of China's scientific and technological advancements and innovations would play a key role in revolutionizing Pakistan's agricultural sector, enhancing productivity and food security.
China has not only modernized its agricultural sector, but also helped other countries including Pakistan by sharing advanced farming technologies, promoting agricultural research as well as facilitating knowledge exchange, said the experts during a seminar on sustainable agriculture organized by the Sustainable Development Policy Institute (SDPI), an Islamabad-based think tank.
Speaking on the occasion, Hassan Daud Butt, senior advisor at the China Study Center of the Sustainable Development Policy Institute, said that China has made massive progress in the field of agriculture through consistent policies, leadership and technology-driven interventions.
The Chinese advancement in the agriculture sector was unique in its fashion as less public capital and more private sector investment was utilized in developing the agriculture sector, he said, adding that Pakistan has a lot to learn from China to modernize its agriculture sector under the framework of the China-Pakistan Economic Corridor (CPEC).
Launched in 2013, the CPEC, a flagship project of the China-proposed Belt and Road Initiative, is a corridor linking the Gwadar Port in southwest Pakistan's Balochistan province with Kashgar in northwest China's Xinjiang Uygur Autonomous Region, which highlights energy, transport, and industrial cooperation in the first phase, while in the new phase expands to fields of agriculture and livelihood, among others.
""Pakistan needs to learn from China about planning on short, mid and long-term goals with a top to bottom approach with policy consistency ... Moreover, the leadership in the public and private sector needs to be strengthened through mutual collaborations,"" Butt said.
Gulshan Irshad, an associate professor at the Pir Mehr Ali Shah Arid Agriculture University, Rawalpindi, stressed to focus on transfer of technology, capacity building and knowledge sharing between Pakistan and China on all modern agricultural farming trends.
""Under the CPEC, Pakistan and China need to further collaborate on advanced line seed variety and cropping techniques like aquaponics, hydroponics and tunnel farming,"" she said.
She added that Pakistani farmers are welcoming to modern concepts of agriculture farming, helping them improve their crop yield and reduce the burden on soil and ecology due to environment damaging practices.
Highlighting that the CPEC has played a crucial role in the modernization of the country's agricultural sector over the past decade, Misbah Khan, a senior research associate at the SDPI, stressed the need to take the cooperation between the two countries to new heights.
""Pakistan can create its route towards resilience, productivity and environmental stewardship by developing synergy with China's technology advancement, policy support and investment opportunities,"" Khan said.
(Web editor: Zhao Tong, Zhong Wenxing)"
