Title,Date,URL,Article
Global experts obtain maturity index of Chang'e-5 lunar soil,2023-12-12,http://en.people.cn/n3/2023/1212/c90000-20109198.html,"Home>>
		
Global experts obtain maturity index of Chang'e-5 lunar soil
 (Xinhua) 16:20, December 12, 2023
BEIJING, Dec. 12 (Xinhua) -- Global experts have measured the maturity index of the lunar soil brought back by the Chang'e-5 mission by magnetic techniques for the first time after the return of samples, shedding light on the space weathering processes occurring on the Moon's surface.
The lunar soil maturity is an index to characterize the space weathering degree of the soil. It is quantified by a variety of indices such as mean grain size, agglutinate abundance and solar wind gases abundances.
Studying the maturity index can reveal the interaction between micrometeorites, solar wind and lunar surface, and reflect the geological process of lunar soil formation.
The value of Is/FeO (the intensity of the characteristic ferromagnetic resonance normalized to total iron content) is regarded as the only golden standard of lunar soil maturity, according to the research paper published in the journal Icarus.
Researchers from the China University of Geosciences, Wuhan, Brown University and the University of Hawaii used magnetic techniques to measure the maturity index of Chang'e-5 lunar soil and found that its Is/FeO value is between 4 and 20, one of the lowest Is/FeO values obtained so far, indicating that it is among the most immature soils on the Moon.
""This indicates that the lunar soil in the sampling area of the Chang'e-5 mission was exposed to the space environment for the shortest time after formation,"" said Xiao Long, a professor at the China University of Geosciences, Wuhan.
According to him, based on current studies of Chang'e-5 samples, its landing and sampling unit is much younger than all Apollo and Luna units, which may be the reason why the Chang'e-5 lunar soil is the most immature.
The Chang'e-5 probe returned to Earth on Dec. 17, 2020, retrieving a total of 1,731 grams of lunar samples, mainly rocks and soil from the Moon's surface.
(Web editor: Zhang Kaiwei, Liang Jun)"
Feature: Visiting Chinese scholar devoted to agricultural research in Mexico,2023-12-12,http://en.people.cn/n3/2023/1212/c90000-20109190.html,"Home>>
		
Feature: Visiting Chinese scholar devoted to agricultural research in Mexico
 (Xinhua) 16:08, December 12, 2023
MEXICO CITY, Dec. 12 (Xinhua) -- In front of the headquarters of the International Maize and Wheat Improvement Center (CIMMYT), located in Texcoco in Central Mexico, tens of national flags flutter in the wind.
Wang Hui, a Chinese researcher from Shanghai Academy of Agricultural Sciences (SAAS), was taking samples from a maize plant in the experimental greenhouse.
Wang is among the multiple visiting researchers from China, which established partnership in 1974 with CIMMYT, an international organization focusing on non-profit agricultural research and training.
As an expert in specialty maize, she has been engaged in research on maize genetic breeding for more than 10 years.
Last year, she came to Mexico, the birthplace of maize, as a visiting scholar on maize projects at CIMMYT for one year.
After collecting the samples, Wang entered the laboratory, where it is obligatory to wear a white uniform so as to guarantee the hygiene.
She then started to mix reagents with various maize samples, measuring their protein and trace elements. All the data will, in time, be processed on the computer to conduct further genetic and genomic analysis.
Using genome-wide association study, genomic selection and molecular marker-assisted selection, Wang combines biological breeding with conventional breeding techniques.
Working with researchers from all over the world, Wang contributes to the main purpose of this organization, which is to empower farmers through science and innovation and nourish the world amid a climate crisis.
Wearing an insulated coat, Wang walked into the germplasm bank where over 150,000 wheat germplasm and more than 28,000 maize germplasm are stored.
""China and CIMMYT have long-term collaboration on germplasm resources, which help to develop some important seeds worldwide,"" she said.
During her one-year research at CIMMYT, Wang has gained a better understanding of local culture and had good cross-cultural communication in the international organization.
""I have broadened my horizons since researchers at CIMMYT come from different countries and academic backgrounds,"" she said.
""The application of CIMMYT germplasm resources in specialty maize, advanced technological methods, and research achievements can benefit my future career,"" Wang added.
Wang is one of the over 5,000 Chinese scholars who have participated in the exchange program at CIMMYT.
""Talent exchange serves as a bridge to facilitate the cooperation between China and CIMMYT,"" Wang said. ""This will not only bring the world experience to China's agricultural development, but also give back to the world the Chinese approach to food security.""
In 2016, CIMMYT was honored with the International Scientific and Technological Cooperation Award by the Chinese government.
In 2018, the SAAS and CIMMYT jointly established the CIMMYT-China Specialty Maize Research Center (CCSMRC) in Shanghai, which aims to help Shanghai build a science and technology innovation center with global influence.
Later on, Wang will return to China and continue her research on specialty maize germplasm with all the experiences learned and an unforgettable memory living in Mexico.
(Web editor: Zhang Kaiwei, Liang Jun)"
Chinese plant scientists build vertical unmanned greenhouse rack,2023-12-12,http://en.people.cn/n3/2023/1212/c90000-20109099.html,"Home>>
		
Chinese plant scientists build vertical unmanned greenhouse rack
 (Xinhua) 15:05, December 12, 2023
CHENGDU, Dec. 12 (Xinhua) -- Inside a building on the outskirts of Chengdu, the capital city of Sichuan Province, 16 robots are programmed to tend vegetables grown on 20-tier vertically-installed rack.
Standing beside the 10-meter-high unmanned greenhouse rack, the tallest of its kind in the world, the urban farm's chief scientist Yang Qichang boasted that a total of 24,000 vegetables had been planted in a floorage of 200 square meters.
The plant factory was built at the Chinese Academy of Agricultural Sciences' Institute of Urban Agriculture (IUA). Its cultivation procedures are completely automated, including sowing, thinning, harvesting and packaging.
In an open field, the lettuce usually takes about 70 days to grow from seed to harvest, but in this urban farm, the growth period can be shortened to about 35 days, resulting in 10 crops a year. Its annual output is expected to reach 50 tonnes.
Nutrition has not suffered as a result of rapid growth and high productivity. The crude protein content of alfalfa grown by crop breeding accelerators has reached 30 percent, about 10 percentage points higher than that of normal species.
The alfalfa can be harvested once every 12 days. Crop yield has increased by more than 20 times when compared to nature's maximum of four harvests per year.
""Crops grow fast and well, and its key secret lies in the fill light,"" said IUA's researcher Wang Sen, pointing at LED light above the vegetables. ""We sought out an optimal 'light recipe' by adjusting the light source in different growth stages of the crops.""
Over the last three years, the plant scientists have created over 1,300 customized light formulas for 72 crops including rice, wheat, and corn.
IUA scientists managed to harvest high-quality grapes with high yields thanks to the root-limiting cultivation and precise control of water and fertilizers, in order to create and grow more fruits and vegetables in limited urban residential space.
Artificial planting racks are typically installed to five floors due to safety risks, but the robotic system in a smart factory works to overcome this limitation, according to Wang.
""In densely populated cities, plant factories can replenish the city's daily vegetable supply and improve its self-sufficiency,"" said Wang.
In addition, the vertical greenhouse technology can also be applied in scenarios such as border patrol, scientific expedition and island survival.
Next, scientists will upgrade the smart factory by integrating aquaculture and edible fungi cultivation into the vertical space, as well as investigate new models of rooftop and balcony agriculture.
(Web editor: Zhang Kaiwei, Liang Jun)"
"First reusable launch vehicle test flight completed, marking milestone for China's space industry",2023-12-12,http://en.people.cn/n3/2023/1212/c90000-20109054.html,"Home>>
		
First reusable launch vehicle test flight completed, marking milestone for China's space industry
 (Global Times) 14:05, December 12, 2023
Chinese private aerospace firm iSpace completed the country's first reusable launch vehicle test on Sunday. The achievement marks a milestone in China's development of space technology.
The Hyperbola-2 is the company's latest model for reusable launch vehicle tests. During the flight, the vehicle reached an altitude of 343.12 meters, with a flight time of 63.15 seconds, and landed with a landing speed of 1.1 m/s and a landing attitude angle of 1.18 degrees.
The rocket had its first stage test flight on November 2, with a well-controlled descent and touchdown. I-Space then spent less than 20 days on preparation and maintenance work for the rocket.
The test flight verified the reuse capability of a full-size liquid-oxygen-methane rocket and its reliability for low-altitude descent and touchdown, as well as the testing process, norms, and standards. It also verified the company's rocket recovery system, marking a step forward in the global market of reusable launch vehicles.
The successful test flight of the Hyperbola-2 rocket represented more than just a technological breakthrough for iSpace. In the field of reusable launch vehicles, large companies including SpaceX and Blue Origin have established dominant technology advantages. The success of the iSpace test signals that the Chinese company is making strides in the emerging market.
China has continuously invested in the space sector and maintains advancements in key areas. On Sunday, the Yaogan-39 satellite was successfully launched from the Xichang Satellite Launch Center in southwest China's Sichuan Province, marking the completion of the 500th flight mission of China's most iconic Long March series rockets.
China's private companies have been increasingly involved in the development of space technology in recent years. On Saturday, Landspace successfully launched a Zhuque-3 rocket with three satellites, Honghu, Honghu-2, and Tianyi-33, marking the first time the startup company has sent satellites into orbit.
(Web editor: Tian Yi, Liang Jun)"
China releases first pan-genome map of tea plant,2023-12-12,http://en.people.cn/n3/2023/1212/c90000-20109013.html,"Home>>
		
China releases first pan-genome map of tea plant
 (Xinhua) 13:18, December 12, 2023
BEIJING, Dec. 12 (Xinhua) -- A group of Chinese researchers established the first pan-genome map of the tea plant and completed the pan-genome sequencing of 22 cultivars, facilitating the genomics-assisted breeding of the crop, according to Science and Technology Daily.
Tea is one of the world's oldest crops and is grown to produce a variety of flavored beverages. Despite advances in sequencing technologies, the genetic mechanisms underlying key agronomic traits of tea remain unclear.
Researchers from the Agricultural Genomics Institute at Shenzhen under the Chinese Academy of Agricultural Sciences, and other institutions selected 22 cultivars representing the broad genetic diversity of the tea plant for pan-genome sequencing and created a complete pan-genome map.
The research, which was published in the journal Nature Plants, discovered strong correlations between allelic variants and flavor-related chemistries.
The study also found multiple key genes related to agronomic traits such as leaf color and tea aroma.
These findings deepen the understanding of the genetic basis of tea quality and provide valuable genomic resources to facilitate its genomics-assisted breeding, according to the study.
(Web editor: Zhang Kaiwei, Liang Jun)"
Scientists develop new AI model for weather forecasting,2023-12-11,http://en.people.cn/n3/2023/1211/c90000-20108501.html,"Home>>
		
Scientists develop new AI model for weather forecasting
 (Xinhua) 14:29, December 11, 2023
SHANGHAI, Dec. 10 (Xinhua) -- Scientists have developed a new model for sub-seasonal forecasts using artificial intelligence (AI) technology.
The new model, ""FuXi-Subseasonal,"" developed by scientists from the Shanghai Academy of Artificial Intelligence for Science, Fudan University, and China's National Climate Center, represents a significant advancement in AI climate modeling by extending the forecasting range to 42 days.
The new model was unveiled Friday at the China Pavilion during the ongoing 28th session of the Conference of the Parties to the United Nations Framework Convention on Climate Change (COP28) in Dubai, United Arab Emirates, according to Fudan University.
According to scientists, sub-seasonal anomalies significantly contribute to high-impact climate events, so improving prediction skills at this timescale is a pressing requirement for advancing climate science.
The new model integrates the transformer architecture with guided random samples in a latent space to account for underlying uncertainty in sub-seasonal forecasts. By doing so, the model can generate forecasts with accuracy superior to those of the European Centre for Medium-Range Weather Forecasts (ECMWF), said Qi Yuan, director of the Shanghai Academy of Artificial Intelligence for Science and a professor of Fudan University.
The new model has overcome challenges related to inaccurate initial conditions and inadequate external forcing signals at the sub-seasonal timescales and addressed notable gaps in forecasts, he said.
""This achievement addresses a long-standing technical challenge in climate change research. It offers the potential for more timely and accurate assessment of climate-related risks,"" Qi said.
Moreover, the new model has significantly advanced its ability to predict the atmospheric phenomenon of Madden-Julian Oscillation (MJO), extending the prediction skill of MJO from 30 to 36 days.
""Accurate MJO prediction is important for agricultural planning, disaster preparedness and risk mitigation, and long-term climate research,"" Qi added.
The ""FuXi-Subseasonal,"" through its sub-seasonal forecasts of major weather processes like intense heat, severe cooling, and heavy precipitation, achieves a high level of precision unattainable by traditional technical methods, he said.
As the model advances with its cutting-edge AI capabilities, it is bound to make significant progress in addressing a broader spectrum of climate-related challenges, contributing to the empowerment of renewable energy development, construction of new types of electric power systems, ensuring agricultural food security, and achieving sustainable socio-economic transformation, Qi added.
The world needs to find more effective paths of technological innovation to address the increasingly severe global climate risks. AI holds tremendous potential in climate change risk management, said Wu Libo, a professor at Fudan University.
""With such high-end technology, we can better address the risks of climate change,"" Wu added.
(Web editor: Zhang Kaiwei, Liang Jun)"
China's largest onshore wind power base starts full-capacity production,2023-12-11,http://en.people.cn/n3/2023/1211/c90000-20108473.html,"Home>>
		
China's largest onshore wind power base starts full-capacity production
 (Xinhua) 14:07, December 11, 2023
SHENZHEN, Dec. 10 (Xinhua) -- A wind power facility with an electricity generating capacity of more than 10 billion kilowatt-hours (kWh) a year was put into full-capacity production and connected to the grid in north China's Inner Mongolia Autonomous Region on Sunday, and is the country's largest onshore wind power base currently in operation.
A project of China's leading nuclear power operator China General Nuclear Power Corporation (CGN), the wind power plant built in Hinggan League, Inner Mongolia, is one of the country's first batch of large-scale wind and solar power bases planned for desert regions.
Electricity generated by the plant is environmentally friendly and equivalent to reducing standard coal consumption by about 2.96 million tonnes, and preventing the discharge of around 8.02 million tonnes of carbon dioxide emissions, according to the company headquartered in the city of Shenzhen, south China's Guangdong Province.
""With this wind power base, the installed capacity of CGN's new energy power generation facilities in operation in China is expected to reach 45 million kilowatts by the end of this year,"" said Zhang Zhiwu, chairman of the board of CGN New Energy Holdings Co. Ltd.
He added that new energy covers wind power, photovoltaic power, solar thermal power, power extraction and storage, energy storage, hydrogen power and more. CGN's 570-plus new energy power generation facilities are distributed across 30 Chinese provincial-level regions.
(Web editor: Zhang Kaiwei, Liang Jun)"
Biological community protects Great Wall's earthen sections from erosion,2023-12-11,http://en.people.cn/n3/2023/1211/c90000-20108427.html,"Home>>
		
Biological community protects Great Wall's earthen sections from erosion
 (Xinhua) 13:24, December 11, 2023
BEIJING, Dec. 9 (Xinhua) -- New research has revealed that large portions of the Great Wall of China, a UNESCO World Heritage Site, are protected by a biological community found on the surface of the ancient ramparts.
According to a study published on Saturday in the journal Science Advances, the biological soil crusts or biocrusts, consisting of photosynthetic bacteria, mosses and lichens, aid in increasing the ancient structures' stability and fend off erosion caused by rain and wind.
The Great Wall consists of many interconnected walls, some dating back 2,000 years. The existing sections have a total length of over 21,000 kilometers. Its most visible portions were built during the Ming Dynasty (1368-1644).
Many sections of the wall, particularly those in more arid regions, were built with rammed earth, such as soil and gravel compacted into dense earthen formulations.
Some heritage conservationists have conjectured that the natural vegetation might accelerate the weathering process. However, the findings of the new study provided a contrary conclusion.
Researchers from the Chinese Academy of Sciences and China Agricultural University examined the structural stability and erodibility of samples taken from eight sections of the Ming-era Great Wall made from rammed earth.
They found that biocrusts covered 67 percent of the studied sections. Also, the cyanobacteria, a group of bacteria containing a blue photosynthetic pigment, dominated biocrusts in arid regions while Pottiaceae mosses thrived in wetter, semi-arid climates.
Overall, the biocrusts, especially those dominated by moss, enhanced the wall's mechanical strength and soil stability by 37 percent to 178 percent compared with bare rammed earth, said Xiao Bo, corresponding author of the study.
They also work to significantly buffer the effects of wind, rain and temperature fluctuations, according to the study. ""Biocrusts serve as stabilizers, sacrificial layers and drainage roofs, combining the protective functions of several conventional measures into one eco-friendly approach,"" Xiao said.
(Web editor: Zhang Kaiwei, Liang Jun)"
China launches liquid oxygen-methane Zhuque-2 carrier rocket for three satellites,2023-12-11,http://en.people.cn/n3/2023/1211/c90000-20108424.html,"Home>>
		
China launches liquid oxygen-methane Zhuque-2 carrier rocket for three satellites
 (Xinhua) 13:22, December 11, 2023

The Zhuque-2 Y-3 carrier rocket blasts off from the Jiuquan Satellite Launch Center in northwest China on Dec. 9, 2023. The carrier rocket blasted off at 7:39 a.m. (Beijing Time) and sent three satellites -- Honghu, Honghu-2 and TY-33 -- into planned orbit. (Photo by Wang Jiangbo/Xinhua)
JIUQUAN, Dec. 9 (Xinhua) -- China on Saturday successfully launched the Zhuque-2 Y-3 carrier rocket into space from the Jiuquan Satellite Launch Center in northwest China.
The carrier rocket blasted off at 7:39 a.m. (Beijing Time) and sent three satellites -- Honghu, Honghu-2 and TY-33 -- into planned orbit.
It was the third flight mission of the Zhuque-2 carrier rocket.
The success of this launch mission has made Zhuque-2 China's first commercial liquid carrier rocket to be successfully launched in a row. In this mission, its technical maturity and stability were further verified, its reliability met the requirements of commercial launch delivery, and the rocket is closer to the phase of mass production and delivery.
The Zhuque-2 is China's first medium and large-size liquid rocket with liquid oxygen and methane as propellant. It is independently developed by LandSpace, and provides low-cost and highly reliable launch services to meet the commercial launch requirements in multiple scenarios.
Liquid oxygen-methane fuel is a type of rocket propellant formed by liquid oxygen and methane, the latter of which is the main component of natural gas.
The rocket has a height of 49.5 meters and a body diameter of 3.35 meters. Its takeoff weight is about 220 tonnes, and its takeoff thrust is about 268 tonnes.
Its carrying capacity is 1.5 tonnes for a 500-km sun synchronous orbit, and the following improved version can reach a carrying capacity of 4 tonnes for the same orbit, which can meet the needs of low-Earth orbit satellite deployment and the launch of transport spacecraft.
In Saturday's mission, the Zhuque-2 Y-3 rocket successfully sent three satellites into the sun-synchronous orbit at an altitude of 460 km.
The mission signifies that the rocket has carried out a commercial multi-satellite launch mission, and the developer of the rocket has made steady progress in its commercial operation of rockets. It also accumulated data and flight experience for the satellite's improvement and follow-up progress.
""Rockets are in the trend of large carrying capacity and low cost in the commercial space era. The key to the industrialization and commercialization of liquid rockets is to achieve low-cost, large-scale manufacturing and delivery, and continuous and stable launch,"" said Dai Zheng, deputy chief engineer and deputy chief commander of Zhuque-2.
LandSpace has cultivated a large-scale delivery capacity of rockets for commercial launch missions. It will continue to build commercial launch vehicles featuring high reliability, low cost and large capacity to sustain China's construction of a low-orbit satellite network, and support the development of low-cost cargo transport for the space station, according to Dai.

The Zhuque-2 Y-3 carrier rocket blasts off from the Jiuquan Satellite Launch Center in northwest China on Dec. 9, 2023. The carrier rocket blasted off at 7:39 a.m. (Beijing Time) and sent three satellites -- Honghu, Honghu-2 and TY-33 -- into planned orbit. (Photo by Wang Jiangbo/Xinhua)

The Zhuque-2 Y-3 carrier rocket blasts off from the Jiuquan Satellite Launch Center in northwest China on Dec. 9, 2023. The carrier rocket blasted off at 7:39 a.m. (Beijing Time) and sent three satellites -- Honghu, Honghu-2 and TY-33 -- into planned orbit. (Photo by Wang Jiangbo/Xinhua)

The Zhuque-2 Y-3 carrier rocket blasts off from the Jiuquan Satellite Launch Center in northwest China on Dec. 9, 2023. The carrier rocket blasted off at 7:39 a.m. (Beijing Time) and sent three satellites -- Honghu, Honghu-2 and TY-33 -- into planned orbit. (Photo by Wang Jiangbo/Xinhua)

The Zhuque-2 Y-3 carrier rocket blasts off from the Jiuquan Satellite Launch Center in northwest China on Dec. 9, 2023. The carrier rocket blasted off at 7:39 a.m. (Beijing Time) and sent three satellites -- Honghu, Honghu-2 and TY-33 -- into planned orbit. (Photo by Wang Jiangbo/Xinhua)
(Web editor: Zhang Kaiwei, Liang Jun)"
Long March rockets mark their 500th spaceflight,2023-12-11,http://en.people.cn/n3/2023/1211/c90000-20108171.html,"Home>>
		
Long March rockets mark their 500th spaceflight
By Zhao Lei (China Daily) 08:50, December 11, 2023

A Long March 2D carrier rocket carrying several remote-sensing satellites blasts off from the Xichang Satellite Launch Center in Southwest China's Sichuan province, Dec 10, 2023. [Photo/china.org.cn]
China used a Long March 2D carrier rocket on Sunday morning to send several remote-sensing satellites into space, marking the 500th launch of the Long March family.
The rocket blasted off at 9:58 am from the Xichang Satellite Launch Center in southwest China's Sichuan province, spitting red-orange flames and soaring into bright skies, which was caught on video published by the Shanghai Academy of Spaceflight Technology, the maker of the Long March 2D series.
It was China's 59th rocket launch this year and the 13th flight of the Long March 2D model in 2023.
The overall success rate of the Long March fleet is around 97 percent. Of the 500 liftoffs, 297 were carried out by models developed by the China Academy of Launch Vehicle Technology in Beijing and 203 by the Shanghai Academy of Spaceflight Technology.
Both academies are subsidiaries of the state-owned conglomerate China Aerospace Science and Technology Corp, the nation's dominant space contractor.
The Long March 2D is one of the most reliable rockets in China. Since its debut flight in August 1992, the model has been used in 85 flights, all of which have been successful. This has led to it becoming well-known as the ""gold medal rocket model"" in China's space industry.
The 40.6-meter-tall rocket has a diameter of 3.35 meters and a liftoff weight of 251 metric tons. Its typical tasks are to transport satellites to low-Earth or sun-synchronous orbits.
The launch vehicle is capable of sending a 1.3-ton spacecraft into a sun-synchronous orbit with an altitude of 700 kilometers, or satellites with a combined weight of 4 tons into a low-Earth orbit.
In June, the 76th flight of the Long March 2D series sent a total of 41 satellites into space, setting a new national record for the largest number of spacecraft launched in a single mission.
China launched its first carrier rocket — a Long March 1 — in April 1970 to send its first satellite, Dongfanghong 1, or East Red 1, into space. The mission made China the fifth country capable of building and launching its own carrier rocket to reach Earth's orbit.
It took the Long March family 37 years to conduct its first 100 launches. The next 100 were made in seven-and-a-half years; the third 100 launches in over four years; the fourth 100 launches in two years and nine months; and the most recent 100 missions in only two years.
China has developed and launched more than 20 types of Long March rockets, and 16 of them are in active service.
Zhang Zhi, a senior rocket designer at the China Academy of Launch Vehicle Technology, said that engineers are working on the research and development of the country's next-generation crew-carrying rocket, and the new model, named Long March 10, is expected to be ready for its debut flight around 2027.
""The Long March 10 will be a brand new type of launch vehicle, and will be tasked with launching the country's new-generation manned spacecraft and the lunar landing module,"" he said.
In addition to the Long March family, there are multiple types of Chinese carrier rockets developed by another state-owned space contractor, China Aerospace Science and Industry Corp, and several private enterprises. So far, Chinese carrier rockets have conducted 564 launches.
The payloads in Sunday's mission — several satellites in the Yaogan 39 series — were manufactured by the Shanghai academy and the China Academy of Space Technology in Beijing, which is also part of China Aerospace Science and Technology Corp.
Remote-sensing satellites refer to those tasked with observing, surveying and measuring objects on land or at sea as well as monitoring weather.
China has so far sent more than 300 civilian remote-sensing satellites into orbit. The Yaogan family is the largest fleet of remote-sensing spacecraft in the country, and their data has been widely used by governments, public service sectors and businesses.
(Web editor: Tian Yi, Liang Jun)"
